"variable","bf_statistic","bf_p_value","bf_p_adj","bf_reject","eta_B_waba","eta_B_int","delta_eta_B","class_waba","class_iwaba","reclassified","pi_R","E_R_het_int","V_R_het"
"Probe_7232",1.12388030019929,0.341317932093297,0.348831834524059,FALSE,0.427871916398345,0.59826300280428,0.170391086405935,"Within","Within",FALSE,0.597977065787449,0.280470553191337,0.0639378599717212
"Probe_7233",1.34492144169051,0.190559089060111,0.199853137083609,FALSE,0.306420109610187,0.551438586961898,0.245018477351711,"Within","Within",FALSE,0.762853143391638,0.32413809354297,0.0947197476525282
"Probe_7234",5.89220173151917,4.54805137994896e-09,3.4395173877646e-08,TRUE,0.544895561933821,0.656051436903745,0.111155874969924,"Within","Equivocal",TRUE,0.441133748678494,0.375440691417837,0.0986038594879837
"Probe_7235",3.1712140588315,0.000259852371784941,0.000485801751394496,TRUE,0.255393282948458,0.536001552596354,0.280608269647897,"Within","Within",FALSE,0.826903503419462,0.250485970144505,0.0583545329921397
"Probe_7236",6.17407433254764,1.4966612393863e-09,1.32165307796933e-08,TRUE,0.357666375580976,0.569504420615829,0.211838045034853,"Within","Within",FALSE,0.694409711120065,0.323034383023867,0.0905424527327368
"Probe_7237",3.94847985113793,1.13268099862784e-05,3.06300587221533e-05,TRUE,0.554444229273228,0.661296146367095,0.106851917093867,"Within","Equivocal",TRUE,0.428897936738758,0.313619621406851,0.0677773689854321
"Probe_7238",3.19520032893047,0.000236123848194492,0.000446481150505959,TRUE,0.678296844235104,0.736501923989833,0.0582050797547298,"Equivocal","Equivocal",FALSE,0.281179523855503,0.271573876445427,0.0396187818192731
"Probe_7239",3.4033890244839,0.000102505676412012,0.00021356014010456,TRUE,0.216903085647115,0.526097780504156,0.30919469485704,"Within","Within",FALSE,0.870997502078742,0.343496653699146,0.11187101079079
"Probe_7240",4.0702167196745,6.91385087259189e-06,1.97645820548929e-05,TRUE,0.570414886279221,0.670244936675135,0.0998300503959137,"Within","Equivocal",TRUE,0.408679918683025,0.365975889572909,0.0899020537376952
"Probe_7241",4.9089138124834,2.31727805832804e-07,1.02852825230515e-06,TRUE,0.416814177274406,0.593432972321845,0.176618795047439,"Within","Within",FALSE,0.613198881182864,0.266264820021652,0.0582838815034438
"Probe_7242",3.05551291971656,0.000411860488717442,0.000730937468817618,TRUE,0.240113243306451,0.53188801466899,0.291774771362538,"Within","Within",FALSE,0.844919076888039,0.267254836734161,0.0669672406576793
"Probe_7243",3.86029907568147,1.61925205108826e-05,4.18841315565712e-05,TRUE,0.309305045383708,0.552388259626499,0.243083214242791,"Within","Within",FALSE,0.75908722893423,0.389929232126567,0.136804300526914
"Probe_7244",2.62910440463397,0.00219275320614609,0.00327374242497673,TRUE,0.642002304891041,0.713076384670463,0.0710740797794218,"Equivocal","Equivocal",FALSE,0.322217897941738,0.325033905533773,0.0617891699865044
"Probe_7245",8.1612011019753,7.53397344510631e-13,1.98390517129086e-11,TRUE,0.718255221904841,0.763646854328446,0.0453916324236052,"Equivocal","Equivocal",FALSE,0.238268497346137,0.393586761338416,0.0746148977268841
"Probe_7246",4.04572788013482,7.63579049667396e-06,2.15749697006286e-05,TRUE,0.167844601522781,0.515712169768726,0.347867568245945,"Within","Within",FALSE,0.919992482427863,0.289149687538198,0.0808418015246733
"Probe_7247",1.276626847242,0.230323202447039,0.239368633599042,FALSE,0.56641890475537,0.667985141317104,0.101566236561735,"Within","Equivocal",TRUE,0.413708876079358,0.135701880049792,0.0124437425952213
"Probe_7248",3.42821277283528,9.27658839890988e-05,0.000195166783826705,TRUE,0.686596589615326,0.742022498619139,0.0554259090038123,"Equivocal","Equivocal",FALSE,0.272069707657247,0.226108831436543,0.0268875371082721
"Probe_7249",1.17481328631091,0.300873744179173,0.308892685207085,FALSE,0.320494068001164,0.556148175849644,0.235654107848479,"Within","Within",FALSE,0.744366240471278,0.167344994314508,0.0250009317845405
"Probe_7250",6.56613528288778,3.23204352170592e-10,3.60529965896960e-09,TRUE,0.667836633362337,0.729631425529229,0.0617947921668919,"Equivocal","Equivocal",FALSE,0.292807004658347,0.415544719292024,0.0951791481711731
"Probe_7251",4.18749030329729,4.29672339063991e-06,1.30989310730402e-05,TRUE,0.336196590433783,0.56162897820371,0.225432387769927,"Within","Within",FALSE,0.723434850679072,0.312496080115556,0.0861787165612166
"Probe_7252",2.6155383286335,0.00231064743962506,0.00343348101967598,TRUE,0.316774397536111,0.55488473649132,0.238110338955209,"Within","Within",FALSE,0.749279542706512,0.250513451753214,0.0561744260807766
"Probe_7253",4.45196773385217,1.47033980457678e-06,5.16919857319257e-06,TRUE,0.655025457292032,0.721348472235843,0.0663230149438108,"Equivocal","Equivocal",FALSE,0.307268994721017,0.318915323763167,0.0577754766073265
"Probe_7254",3.29008592278409,0.00016153741397118,0.000319553630618111,TRUE,0.625308686570902,0.702689942125956,0.0773812555550538,"Equivocal","Equivocal",FALSE,0.341740493821141,0.384924275995425,0.0897761796426032
"Probe_7255",5.30518014218614,4.71101179178035e-08,2.59674738877211e-07,TRUE,0.519529057872593,0.642503463534024,0.122974405661431,"Within","Equivocal",TRUE,0.474139275312417,0.263648469609715,0.0504925939760309
"Probe_7256",2.8713280580391,0.000852811482311644,0.00140039979967,TRUE,0.382231744912126,0.579048688026799,0.196816943114673,"Within","Within",FALSE,0.66080903141156,0.24013537316772,0.0489913902347164
"Probe_7257",2.36021378024631,0.00611273024353087,0.00829087105478649,TRUE,0.380189886380013,0.578233893837875,0.198044007457862,"Within","Within",FALSE,0.663612713915671,0.240984675887956,0.0494284951734127
"Probe_7258",1.96740741402322,0.0256409696397544,0.0308702514857873,TRUE,0.353940058551443,0.568106174025635,0.214166115474192,"Within","Within",FALSE,0.699474984910239,0.207728550790456,0.0375548187176461
"Probe_7259",2.02865090813869,0.0206342112145101,0.0252974610546998,TRUE,0.238112392093678,0.531367014430655,0.293254622336977,"Within","Within",FALSE,0.847230739887697,0.303030803049069,0.0861837862298657
"Probe_7260",3.49960097294357,6.95900956886319e-05,0.000151446376784514,TRUE,0.715635630254372,0.761823223300989,0.0461875930466173,"Equivocal","Equivocal",FALSE,0.241008341511562,0.23131424216569,0.025972037366113
"Probe_7261",7.29054675556371,1.98795424566356e-11,3.27512913313782e-10,TRUE,0.674399962626972,0.733931034221967,0.0595310715949947,"Equivocal","Equivocal",FALSE,0.285492222910692,0.300600219293562,0.049014352946547
"Probe_7262",15.1843867287005,0,0,TRUE,0.616064604220471,0.697042995484825,0.0809783912643539,"Equivocal","Equivocal",FALSE,0.352722735636856,0.404136978328334,0.100826591664361
"Probe_7263",4.75788946401723,4.26330543090714e-07,1.73987487643957e-06,TRUE,0.689259926596408,0.743807024430556,0.0545470978341487,"Equivocal","Equivocal",FALSE,0.269168252488213,0.2731352986829,0.0389628251283049
"Probe_7264",4.68338987332968,5.7614940129902e-07,2.25999702883178e-06,TRUE,0.562233539859051,0.66563308525014,0.103399545391089,"Within","Equivocal",TRUE,0.418997644276114,0.424244089515877,0.122467563926243
"Probe_7265",4.09271107749236,6.31098289338716e-06,1.8272047263244e-05,TRUE,0.64276076102732,0.713554065761942,0.0707933047346214,"Equivocal","Equivocal",FALSE,0.321340488290214,0.401052470732394,0.0939154198976012
"Probe_7266",7.60974746483561,5.92770277307864e-12,1.16544295769843e-10,TRUE,0.742494780066924,0.780818719819768,0.0383239397528445,"Equivocal","Equivocal",FALSE,0.213403473059695,0.377438470971564,0.0635990878813197
"Probe_7267",5.64367668845046,1.21927192786586e-08,8.12662447191259e-08,TRUE,0.692912058939668,0.746264378212835,0.0533523192731663,"Equivocal","Equivocal",FALSE,0.265206863075412,0.388291837544939,0.0779856541422565
"Probe_7268",7.96203922621816,1.58051349785637e-12,3.74004738159716e-11,TRUE,0.782625637206842,0.810449772253242,0.0278241350464002,"Equivocal","Between",TRUE,0.17415555328514,0.38116374834082,0.0560134966240532
"Probe_7269",2.25509780915095,0.00904887680417588,0.0118916884648185,TRUE,0.381656864485498,0.578818892773422,0.197162028287924,"Within","Within",FALSE,0.661598551406286,0.244232754658688,0.0507035765058157
"Probe_7270",1.1794522114239,0.297359924418606,0.305363282568473,FALSE,0.326206895362812,0.55811469120467,0.231907795841858,"Within","Within",FALSE,0.736785078042059,0.415542602091252,0.153521777361827
"Probe_7271",4.75595254477646,4.29680277913569e-07,1.75009937589276e-06,TRUE,0.641907539733496,0.713016736288845,0.0711091965553486,"Equivocal","Equivocal",FALSE,0.322327584583334,0.35210080868459,0.0725235333955566
"Probe_7272",8.0739648175589,1.04161124170332e-12,2.62995315391113e-11,TRUE,0.676788105529086,0.735504965228511,0.0587168596994256,"Equivocal","Equivocal",FALSE,0.282846566819915,0.414545865001322,0.0926641465827829
"Probe_7273",0.912643490377433,0.541039673217329,0.545077789192797,FALSE,0.202822027489804,0.52285741751434,0.320035390024536,"Within","Within",FALSE,0.885971227382544,0.200210562709624,0.0382412140172733
"Probe_7274",1.38143758146452,0.171661118072505,0.180990649136767,FALSE,0.480813131910209,0.622909423831872,0.142096291921663,"Within","Equivocal",TRUE,0.525737437501474,0.188127962603612,0.0270727078438692
"Probe_7275",2.8281989573699,0.00101016081295646,0.00162979240041379,TRUE,0.531041467823456,0.648582722969392,0.117541255145936,"Within","Equivocal",TRUE,0.459073101976864,0.344143603100838,0.0846061307194805
"Probe_7276",3.86935779323397,1.5608990357352e-05,4.05707462961399e-05,TRUE,0.661386263738678,0.725442912830345,0.0640566490916665,"Equivocal","Equivocal",FALSE,0.300058210219478,0.217918651397319,0.0265806151966594
"Probe_7277",1.87469122247268,0.0354350387585594,0.0415833597003754,TRUE,0.346035671226388,0.565183698377505,0.219148027151117,"Within","Within",FALSE,0.71018357715039,0.327668375668956,0.0940330930175761
"Probe_7278",1.56171833550069,0.0996544791286356,0.108503348352421,FALSE,0.446666975639329,0.606726095264818,0.160059119625489,"Within","Within",FALSE,0.572176970671765,0.483854577359933,0.186460095405466
"Probe_7279",4.30103854299677,2.71103085136559e-06,8.7655572796871e-06,TRUE,0.416349212421836,0.593232307933899,0.176883095512063,"Within","Within",FALSE,0.613839329885119,0.24857983185481,0.050822524865522
"Probe_7280",3.54017608409923,5.90883975941647e-05,0.00013135025332896,TRUE,0.481666481874123,0.623327105007194,0.141660623133071,"Within","Equivocal",TRUE,0.524586525027208,0.263361778681606,0.0529988296193126
"Probe_7281",4.12910440677028,5.44488496179163e-06,1.60862952255396e-05,TRUE,0.217097521621913,0.526143971773464,0.309046450151551,"Within","Within",FALSE,0.87078604996289,0.297113980231655,0.0836912889354846
"Probe_7282",1.9444820464267,0.0277936117579438,0.0332327516501304,TRUE,0.500914243015611,0.63291847295974,0.132004229944129,"Within","Equivocal",TRUE,0.498781381701248,0.281840553381441,0.0592023650650602
"Probe_7283",3.81539005971731,1.94230522867489e-05,4.91941345093607e-05,TRUE,0.668025765195484,0.729754791694361,0.0617290264988772,"Equivocal","Equivocal",FALSE,0.292595322586345,0.239484001035984,0.0315981153107807
"Probe_7284",2.9811244438868,0.000553084381139546,0.000949470387329756,TRUE,0.480041294535155,0.622532193518501,0.142490898983346,"Within","Equivocal",TRUE,0.526778879938123,0.278873078293413,0.0595465910292536
"Probe_7285",3.09912046971603,0.000346321368751901,0.000625403051856299,TRUE,0.46112218564952,0.613450478795553,0.152328293146033,"Within","Equivocal",TRUE,0.552434134773145,0.257807676218647,0.0520678402461826
"Probe_7286",3.85792241391463,1.63491889610956e-05,4.22036217076843e-05,TRUE,0.698231622044057,0.749865032104566,0.0516334100605085,"Equivocal","Equivocal",FALSE,0.259472599445877,0.250789487796142,0.0320693638268503
"Probe_7287",2.88104563811258,0.000820836697101313,0.00135368485323291,TRUE,0.570577397880162,0.670337132574445,0.0997597346942832,"Within","Equivocal",TRUE,0.408475824739049,0.308909039454442,0.0640333926523771
"Probe_7288",1.58690462209423,0.0920526606390017,0.100697486232926,FALSE,0.437493648079876,0.602555785498968,0.165062137419092,"Within","Within",FALSE,0.584754482543125,0.290064134501808,0.0676896809640343
"Probe_7289",7.50633592134131,8.76154704343435e-12,1.63078482223275e-10,TRUE,0.583692204671938,0.677852856471988,0.0941606518000496,"Within","Equivocal",TRUE,0.392117333535364,0.435556171544579,0.124444211871843
"Probe_7290",5.57992532911977,1.57160586766736e-08,1.00857790860331e-07,TRUE,0.67180232199294,0.732224771617399,0.0604224496244585,"Equivocal","Equivocal",FALSE,0.288379612614645,0.439408260020493,0.105404195344323
"Probe_7291",3.1938489599343,0.00023740170850306,0.000448527833884339,TRUE,0.469841913893795,0.617596780456461,0.147754866562667,"Within","Equivocal",TRUE,0.54058067035679,0.348290283275866,0.0940502101395894
"Probe_7292",3.3075396865957,0.000150622237164555,0.000300738967753169,TRUE,0.445514993033591,0.606198243644647,0.160683250611056,"Within","Within",FALSE,0.573754616883175,0.295782216542433,0.0697682070422257
"Probe_7293",7.29150037974618,1.98074889823374e-11,3.26660878360663e-10,TRUE,0.654636391747859,0.721099186791817,0.0664627950439575,"Equivocal","Equivocal",FALSE,0.30771198631437,0.36543204615773,0.0759265104152017
"Probe_7294",8.96045638810807,4.04121180963557e-14,1.56043233889847e-12,TRUE,0.742861964240966,0.781082997818332,0.0382210335773657,"Equivocal","Equivocal",FALSE,0.213033560860124,0.423257966778933,0.0798804739146701
"Probe_7295",2.40263732792492,0.00520998870420508,0.00717797826191322,TRUE,0.217789650542112,0.526308716614086,0.308519066071974,"Within","Within",FALSE,0.870032342481269,0.23504420451841,0.0523595574412233
"Probe_7296",2.96234621734522,0.00059571258350033,0.00101473289806636,TRUE,0.579897801559106,0.675663068492469,0.0957652669333635,"Within","Equivocal",TRUE,0.396827247339702,0.416846925304537,0.11474616769377
"Probe_7297",1.37534432819558,0.174704143264267,0.184090307875487,FALSE,0.519977626511909,0.642738172506556,0.122760545994647,"Within","Equivocal",TRUE,0.473549652754792,0.318327541795365,0.0735610877110948
"Probe_7298",6.12727852745205,1.79898607122198e-09,1.54530017444057e-08,TRUE,0.689194756813753,0.743763282898438,0.0545685260846849,"Equivocal","Equivocal",FALSE,0.269239122126545,0.488800583440069,0.124805156285632
"Probe_7299",3.15539350749383,0.000276779966554841,0.00051308904821355,TRUE,0.557136506171566,0.662789204886759,0.105652698715193,"Within","Equivocal",TRUE,0.425467663463721,0.271450413816984,0.0505566886136093
"Probe_7300",1.43861208237498,0.145174356582423,0.154535168309043,FALSE,0.397614884812402,0.585311404372858,0.187696519560456,"Within","Within",FALSE,0.639648592924546,0.24374248328447,0.049765142060138
"Probe_7301",0.736950267828057,0.725039950353285,0.727167627530271,FALSE,0.35159469487509,0.56723284472603,0.21563814985094,"Within","Within",FALSE,0.702657720653262,0.136973672958924,0.0163594341131361
"Probe_7302",1.85009431019522,0.0385655438136603,0.044935320635342,TRUE,0.403450683200416,0.587744327163132,0.184293643962716,"Within","Within",FALSE,0.631610095936102,0.292376312653459,0.0712080206708545
"Probe_7303",3.12525060975476,0.000312109085279122,0.000571198386332293,TRUE,0.527511304191228,0.646706306224569,0.119195002033342,"Within","Equivocal",TRUE,0.463678103615879,0.266106216648915,0.0508495287286519
"Probe_7304",2.17791217767932,0.0120254969482745,0.0154014955732844,TRUE,0.303154183100705,0.550373319650059,0.247219136549354,"Within","Within",FALSE,0.767100666564848,0.254875113460658,0.058693282667999
"Probe_7305",1.20617660698029,0.277674508632944,0.285915745651985,FALSE,0.352813336539994,0.567685973110726,0.214872636570732,"Within","Within",FALSE,0.701004519333535,0.486216421334669,0.205933839236652
"Probe_7306",2.65917875792222,0.00195198155228993,0.00295075095750359,TRUE,0.525678140119515,0.645736190088754,0.120058049969239,"Within","Equivocal",TRUE,0.466074668862381,0.27760380294032,0.055486575558654
"Probe_7307",4.57758156605698,8.84023032332593e-07,3.299270903429e-06,TRUE,0.380682058174623,0.578429938222635,0.197747880048012,"Within","Within",FALSE,0.662937048495044,0.263881530775187,0.0592415439446529
"Probe_7308",2.67277764643997,0.00185179622912446,0.00281573294475825,TRUE,0.643151263580461,0.713800203472616,0.0706489398921547,"Equivocal","Equivocal",FALSE,0.320889067480308,0.231036472335767,0.0311403746901585
"Probe_7309",2.55493428605612,0.00291745079386141,0.00423677896228151,TRUE,0.719462426833112,0.764489350374656,0.045026923541544,"Equivocal","Equivocal",FALSE,0.237009338074068,0.313267045487559,0.0470992708829461
"Probe_7310",3.96197110204045,1.07239316764485e-05,2.91617596950723e-05,TRUE,0.640773704161943,0.712303671615749,0.0715299674538057,"Equivocal","Equivocal",FALSE,0.32364096445431,0.297429835755791,0.0518784397020849
"Probe_7311",5.37291520911362,3.59195608812257e-08,2.0672730434795e-07,TRUE,0.6705219598245,0.731385963080773,0.0608640032562724,"Equivocal","Equivocal",FALSE,0.289806484880196,0.423083749166762,0.098023992519427
"Probe_7312",4.20164647910473,4.05695871252831e-06,1.24411851468771e-05,TRUE,0.481322861972454,0.623158839310611,0.141835977338157,"Within","Equivocal",TRUE,0.525049899574275,0.426891665022109,0.139310296971346
"Probe_7313",5.54213616297326,1.82709860574448e-08,1.14419824187421e-07,TRUE,0.646436545490433,0.715876238858761,0.0694396933683278,"Equivocal","Equivocal",FALSE,0.317100089965886,0.44353716780279,0.1139392718852
"Probe_7314",3.64678441067221,3.84212162507502e-05,8.96123125650938e-05,TRUE,0.325506490754786,0.557871897158571,0.232365406403785,"Within","Within",FALSE,0.737716743245539,0.213445031248765,0.0405259093041351
"Probe_7315",12.4391276456272,0,0,TRUE,0.613435908436218,0.695450778672293,0.0820148702360758,"Equivocal","Equivocal",FALSE,0.355867747461203,0.53313769518809,0.176381504978004
"Probe_7316",6.05148791920121,2.42459852195509e-09,2.00238180247633e-08,TRUE,0.63225908645124,0.706984779787227,0.0747256933359868,"Equivocal","Equivocal",FALSE,0.333563440929129,0.438099014435456,0.114624283448322
"Probe_7317",4.42043020789246,1.6707949346273e-06,5.77782110547217e-06,TRUE,0.721935981019293,0.766219761922638,0.0442837809033449,"Equivocal","Equivocal",FALSE,0.234436151717732,0.378668707509208,0.0683095881683731
"Probe_7318",12.4098606754104,0,0,TRUE,0.791399528342526,0.817131979128035,0.0257324507855088,"Equivocal","Between",TRUE,0.165889373432376,0.408796648207515,0.0621331583288619
"Probe_7319",10.4116141891891,2.22044604925031e-16,1.57818694199592e-14,TRUE,0.758334873847654,0.79233345212203,0.0339985782743766,"Equivocal","Equivocal",FALSE,0.197627835954027,0.453303281048517,0.0868749032867795
"Probe_7320",3.0179120046435,0.000478112162055511,0.000834592008161016,TRUE,0.448006630443029,0.607341435494287,0.159334805051257,"Within","Within",FALSE,0.570343028121312,0.276266761275441,0.0606963702556921
"Probe_7321",1.91639845688252,0.0306616114527662,0.0364126471067414,TRUE,0.373852801107887,0.57572982371606,0.201877022608173,"Within","Within",FALSE,0.672303775791278,0.213877523092252,0.0391514610221519
"Probe_7322",11.9325617754888,0,0,TRUE,0.65765621478744,0.723037567536101,0.0653813527486605,"Equivocal","Equivocal",FALSE,0.304279455726563,0.43696504224739,0.107808086773456
"Probe_7323",4.24840261219518,3.35614595292633e-06,1.05457301333833e-05,TRUE,0.486234709041969,0.625573995542924,0.139339286500955,"Within","Equivocal",TRUE,0.518434766083517,0.325166011154846,0.0803273580143581
"Probe_7324",5.1101531466069,1.03052195221665e-07,5.10116305653497e-07,TRUE,0.644027532928758,0.714353010949408,0.0703254780206504,"Equivocal","Equivocal",FALSE,0.319876909365693,0.418154083809704,0.101812057953235
"Probe_7325",6.25260899828636,1.09960907046514e-09,1.02098384386598e-08,TRUE,0.727082564120869,0.769838014288225,0.042755450167355,"Equivocal","Equivocal",FALSE,0.229111640475459,0.319951928648767,0.0480081402835076
"Probe_7326",3.47727882795176,7.61387755935372e-05,0.000164097910112821,TRUE,0.582543964612828,0.677188879072899,0.0946449144600713,"Within","Equivocal",TRUE,0.3935406262226,0.233775536312325,0.0359224284264242
"Probe_7327",6.08359047058582,2.13653672531677e-09,1.79587595074638e-08,TRUE,0.591683983459185,0.682505811337594,0.0908218278784095,"Within","Equivocal",TRUE,0.382259591591129,0.266217502794807,0.0458276416512083
"Probe_7328",16.8902681175718,0,0,TRUE,0.638197098800608,0.710687436973248,0.0724903381726394,"Equivocal","Equivocal",FALSE,0.326632524334996,0.374251194746218,0.0825972568783359
"Probe_7329",6.64615746607085,2.36849428958408e-10,2.78311073691215e-09,TRUE,0.608807815244102,0.69266211194884,0.0838542967047379,"Within","Equivocal",TRUE,0.361428383704317,0.306868572164904,0.0589658004322615
"Probe_7330",2.1496174985793,0.0133356100722586,0.0169514917131889,TRUE,0.627001015139424,0.703731797290687,0.0767307821512639,"Equivocal","Equivocal",FALSE,0.33974311775665,0.247241717220077,0.0369096572533535
"Probe_7331",1.58151450146505,0.0936351689770267,0.102317123760407,FALSE,0.230501796244909,0.529422843488229,0.29892104724332,"Within","Within",FALSE,0.855917303750194,0.278835547218476,0.0732465503620786
"Probe_7332",1.33028632113253,0.198586843692931,0.207770498940894,FALSE,0.295201239822169,0.547823025077306,0.252621785255137,"Within","Within",FALSE,0.777370272454362,0.161909024536711,0.0238092399213033
"Probe_7333",2.26548080306824,0.00870710986059153,0.0114744692501995,TRUE,0.377127221475984,0.57701902309723,0.199891801621247,"Within","Within",FALSE,0.667815125062078,0.226549632370137,0.0438027294981328
"Probe_7334",4.03647482089179,7.92777578828563e-06,2.2317536362992e-05,TRUE,0.413113045079931,0.591841131964027,0.178728086884096,"Within","Within",FALSE,0.618297392850047,0.334350151475014,0.0922434306103334
"Probe_7335",1.63433392945167,0.0791162331167578,0.0874393871304857,FALSE,0.353167413704412,0.567817893553976,0.214650479849565,"Within","Within",FALSE,0.700523962243397,0.207779185201996,0.0375965968277862
"Probe_7336",3.7632264843893,2.39904692416193e-05,5.93224919070398e-05,TRUE,0.619963230526329,0.699415484474706,0.0794522539483777,"Equivocal","Equivocal",FALSE,0.348076284677177,0.255795766212452,0.0400791511380187
"Probe_7337",0.902288933161928,0.551808197917464,0.555752403482866,FALSE,0.400172776036938,0.586373928954307,0.186201152917369,"Within","Within",FALSE,0.636125651295276,0.133344782126022,0.0148580183480785
"Probe_7338",4.24014988314103,3.47038219650209e-06,1.0855842107578e-05,TRUE,0.308276516561088,0.552048752751812,0.243772236190724,"Within","Within",FALSE,0.760431307097492,0.348127247048759,0.109121199986878
"Probe_7339",4.47824692294068,1.32182980194795e-06,4.71171878812713e-06,TRUE,0.357806834525716,0.569557382301831,0.211750547776115,"Within","Within",FALSE,0.694218585606106,0.373601473881527,0.121093788699218
"Probe_7340",3.66431864694217,3.57926175206247e-05,8.42028141818679e-05,TRUE,0.659068522850445,0.723946861718709,0.064878338868264,"Equivocal","Equivocal",FALSE,0.30267874848304,0.303007177442791,0.0516699797699531
"Probe_7341",3.76643210063196,2.36811988829633e-05,5.86751654568933e-05,TRUE,0.57845308143211,0.674832585693018,0.0963795042609072,"Within","Equivocal",TRUE,0.398625497573403,0.28893331373391,0.0552680153004153
"Probe_7342",3.43599580691393,8.99058623149429e-05,0.000189895840416164,TRUE,0.685205195878797,0.741092734108554,0.0558875382297569,"Equivocal","Equivocal",FALSE,0.273589720816925,0.224914511109938,0.0267003118276899
"Probe_7343",2.59085223756482,0.00254127356102818,0.00374362410223731,TRUE,0.462213190958518,0.613965562671484,0.151752371712966,"Within","Equivocal",TRUE,0.550948536276629,0.405883668493127,0.128891724068854
"Probe_7344",3.19190052193795,0.000239256226890472,0.00045155360974523,TRUE,0.610354058118402,0.693591733177331,0.0832376750589284,"Equivocal","Equivocal",FALSE,0.359567253061233,0.342077273246945,0.0730534968007807
"Probe_7345",3.81461708078855,1.94839497138499e-05,4.93100180011929e-05,TRUE,0.642078743322746,0.713124503321354,0.0710457599986081,"Equivocal","Equivocal",FALSE,0.322129433230582,0.423524147937543,0.104891153512756
"Probe_7346",2.03850363416831,0.0199206050799261,0.0244954971598295,TRUE,0.613282079038178,0.695357789366668,0.0820757103284897,"Equivocal","Equivocal",FALSE,0.356052091740205,0.305828114860297,0.0580577845122984
"Probe_7347",5.39107940122772,3.34019429892862e-08,1.94467346950672e-07,TRUE,0.655272719132697,0.721506969153006,0.066234250020309,"Equivocal","Equivocal",FALSE,0.306987577226002,0.242915406758043,0.0335008917971534
"Probe_7348",1.78510404995893,0.048110950577252,0.0550902622699172,FALSE,0.552117645474326,0.660010954701834,0.107893309227507,"Within","Equivocal",TRUE,0.431869302693835,0.267493378556191,0.0494897998064922
"Probe_7349",7.00288154189204,5.9746207980993e-11,8.41107220682462e-10,TRUE,0.702868562823625,0.753024357609145,0.0501557947855202,"Equivocal","Equivocal",FALSE,0.254508781044584,0.358553651406537,0.0647200831489507
"Probe_7350",2.37849170430061,0.00570661343236167,0.00778937215873773,TRUE,0.58900443851109,0.680939563401916,0.0919351248908261,"Within","Equivocal",TRUE,0.385555287681176,0.226989202288935,0.0334790923395241
"Probe_7351",5.35800793203183,3.81276382688256e-08,2.17874156354374e-07,TRUE,0.535512312607391,0.650974711748419,0.115462399141028,"Within","Equivocal",TRUE,0.453260449289595,0.304180474053075,0.0656585382925817
"Probe_7352",3.28856182644005,0.000162526997447565,0.000321036787998062,TRUE,0.53090588268678,0.648510453978278,0.117604571291497,"Within","Equivocal",TRUE,0.459249720885998,0.456945435920233,0.149189480672532
"Probe_7353",3.01188895486598,0.000489660848514317,0.000852250754110465,TRUE,0.503775532355213,0.634372065397819,0.130596533042606,"Within","Equivocal",TRUE,0.494972355602134,0.229685595755584,0.0391678510887132
"Probe_7354",4.2124342609293,3.88327044664738e-06,1.19771453887283e-05,TRUE,0.569082149201031,0.669489713233497,0.100407564032466,"Within","Equivocal",TRUE,0.410354931352463,0.266053624550563,0.0476189223078472
"Probe_7355",8.20523999561022,6.3993255139394e-13,1.72470412299343e-11,TRUE,0.683734868956597,0.740112099335979,0.0563772303793822,"Equivocal","Equivocal",FALSE,0.275199109843819,0.451223724666461,0.107872292057436
"Probe_7356",2.20619205238676,0.0108396866852183,0.0139988653501094,TRUE,0.597884471369365,0.68615399340346,0.0882695220340955,"Within","Equivocal",TRUE,0.3746704113995,0.302239002292955,0.05839803993079
"Probe_7357",5.63108127819551,1.28194493909106e-08,8.46009924265396e-08,TRUE,0.748756792015777,0.785342870826767,0.0365860788109901,"Equivocal","Equivocal",FALSE,0.207122406991885,0.343376210733717,0.0515424653542966
"Probe_7358",3.15086449760403,0.000281823784553215,0.000521656539672538,TRUE,0.176449198730263,0.517349435534703,0.34090023680444,"Within","Within",FALSE,0.912072186142398,0.259532783021433,0.0649305461426923
"Probe_7359",2.57132683069927,0.00273947117412721,0.00400478034968961,TRUE,0.253322776586296,0.535430239589927,0.282107463003631,"Within","Within",FALSE,0.82938080853532,0.270013095512625,0.0678838597324574
"Probe_7360",1.72707043552611,0.0584217107887917,0.066026028312134,FALSE,0.487443339395189,0.626171539442243,0.138728200047054,"Within","Equivocal",TRUE,0.516809888714831,0.150911979705138,0.0172755061846225
"Probe_7361",2.60461669062952,0.00241004217227314,0.00356665813646798,TRUE,0.491477515304354,0.628175336156621,0.136697820852268,"Within","Equivocal",TRUE,0.51139484898288,0.177352880857381,0.0237358288384856
"Probe_7362",3.78454460690851,2.20069790914934e-05,5.50277249605633e-05,TRUE,0.59448508137244,0.684149764781978,0.0896646834095385,"Within","Equivocal",TRUE,0.378824706078953,0.276502191217273,0.0491841858643774
"Probe_7363",5.84731666849371,5.43242628658902e-09,4.02867328908031e-08,TRUE,0.737484554835323,0.777225103075189,0.0397405482398654,"Equivocal","Equivocal",FALSE,0.218471000399134,0.282073017990529,0.036107709465834
"Probe_7364",2.71924065823518,0.00154605269232144,0.00239273960851328,TRUE,0.504473975664933,0.634727977855448,0.130254002190515,"Within","Equivocal",TRUE,0.494043700585955,0.486242424313678,0.175371040896498
