"scenario","K","n","p","rep","n_pairs","prop_corr_decrease","prop_corr_increase","prop_corr_equal","mean_signed_diff","mean_negative_diff"
"nonlinear_var",2,500,10,89,45,1,0,0,-0.00150400227253555,-0.00150400227253555
"nonlinear_var",2,500,10,90,45,1,0,0,-0.000991850394817316,-0.000991850394817316
"nonlinear_var",2,500,10,91,45,1,0,0,-0.00132600776580532,-0.00132600776580532
"nonlinear_var",2,500,10,92,45,1,0,0,-0.00124619538031418,-0.00124619538031418
"nonlinear_var",2,500,10,93,45,1,0,0,-0.000983642818365883,-0.000983642818365883
"nonlinear_var",2,500,10,94,45,1,0,0,-0.000830492398557106,-0.000830492398557106
"nonlinear_var",2,500,10,95,45,1,0,0,-0.000399621153460735,-0.000399621153460735
"nonlinear_var",2,500,10,96,45,1,0,0,-0.000807046147212564,-0.000807046147212564
"nonlinear_var",2,500,10,97,45,1,0,0,-0.00123201526794332,-0.00123201526794332
"nonlinear_var",2,500,10,98,45,1,0,0,-0.000832742473878143,-0.000832742473878143
"nonlinear_var",2,500,10,99,45,1,0,0,-0.00113676834601107,-0.00113676834601107
"nonlinear_var",2,500,10,100,45,1,0,0,-0.000543856860493161,-0.000543856860493161
"nonlinear_var",3,500,10,1,45,0.888888888888889,0.111111111111111,0,-0.00163214381136727,-0.00187496177597474
"nonlinear_var",3,500,10,2,45,0.666666666666667,0.333333333333333,0,-0.000921603763196758,-0.00231651526372732
"nonlinear_var",3,500,10,3,45,0.711111111111111,0.288888888888889,0,-0.000826969913911264,-0.00161700410085561
"nonlinear_var",3,500,10,4,45,0.755555555555556,0.244444444444444,0,-0.000784308949380446,-0.00126626660765813
"nonlinear_var",3,500,10,5,45,0.755555555555556,0.244444444444444,0,-0.000522610595472386,-0.00125272854696958
"nonlinear_var",3,500,10,6,45,0.844444444444444,0.155555555555556,0,-0.00130073097703227,-0.00158107580027743
"nonlinear_var",3,500,10,7,45,0.733333333333333,0.266666666666667,0,-0.000616321592701796,-0.00126128019222995
"nonlinear_var",3,500,10,8,45,0.711111111111111,0.288888888888889,0,-0.000741215536356505,-0.00136419290029419
"nonlinear_var",3,500,10,9,45,0.777777777777778,0.222222222222222,0,-0.00121648763896254,-0.00192360476559633
"nonlinear_var",3,500,10,10,45,0.666666666666667,0.333333333333333,0,-0.000747026155857429,-0.00212422190707919
"nonlinear_var",3,500,10,11,45,0.622222222222222,0.377777777777778,0,-0.00102236267077562,-0.0023035741879607
"nonlinear_var",3,500,10,12,45,0.533333333333333,0.466666666666667,0,0.000427005659155707,-0.00100216598985576
"nonlinear_var",3,500,10,13,45,0.644444444444444,0.355555555555556,0,-0.00036256882104953,-0.00122016688311768
"nonlinear_var",3,500,10,14,45,0.911111111111111,0.0888888888888889,0,-0.0026637467224983,-0.00295809574318173
"nonlinear_var",3,500,10,15,45,0.644444444444444,0.355555555555556,0,-0.000770618534739708,-0.00190978421914127
"nonlinear_var",3,500,10,16,45,0.622222222222222,0.377777777777778,0,-0.000909856664033029,-0.00237663202569343
"nonlinear_var",3,500,10,17,45,0.755555555555556,0.244444444444444,0,-0.000822945563200915,-0.00133973262481773
"nonlinear_var",3,500,10,18,45,0.577777777777778,0.422222222222222,0,0.000127547939502929,-0.00162227428729236
"nonlinear_var",3,500,10,19,45,0.666666666666667,0.333333333333333,0,-0.000800546065748708,-0.00263465165351117
"nonlinear_var",3,500,10,20,45,0.622222222222222,0.377777777777778,0,-0.000379956498868767,-0.00137766061729295
"nonlinear_var",3,500,10,21,45,0.755555555555556,0.244444444444444,0,-0.0010520097456184,-0.001632736118339
"nonlinear_var",3,500,10,22,45,0.711111111111111,0.288888888888889,0,-0.000535238482533439,-0.00103594866619734
"nonlinear_var",3,500,10,23,45,0.555555555555556,0.444444444444444,0,-0.000157893251996424,-0.00143713387045492
"nonlinear_var",3,500,10,24,45,0.488888888888889,0.511111111111111,0,0.00102613106865027,-0.0018720054343625
"nonlinear_var",3,500,10,25,45,0.688888888888889,0.311111111111111,0,-0.000559262209885568,-0.00126538881964228
"nonlinear_var",3,500,10,26,45,0.533333333333333,0.466666666666667,0,0.000439463805705461,-0.00096006332875942
"nonlinear_var",3,500,10,27,45,0.6,0.4,0,-0.000166335821638073,-0.00161569160538717
"nonlinear_var",3,500,10,28,45,0.644444444444444,0.355555555555556,0,-0.000286166885727315,-0.000933949581069136
"nonlinear_var",3,500,10,29,45,0.666666666666667,0.333333333333333,0,-0.000849890413688318,-0.00190141285717828
"nonlinear_var",3,500,10,30,45,0.755555555555556,0.244444444444444,0,-0.00073308321275844,-0.00159090780575114
"nonlinear_var",3,500,10,31,45,0.777777777777778,0.222222222222222,0,-0.000953047148538497,-0.0018109326952533
"nonlinear_var",3,500,10,32,45,0.733333333333333,0.266666666666667,0,-0.000606698849799408,-0.00155239891883865
"nonlinear_var",3,500,10,33,45,0.622222222222222,0.377777777777778,0,0.000124421092495624,-0.00134313955585961
"nonlinear_var",3,500,10,34,45,0.688888888888889,0.311111111111111,0,-0.00106469973164385,-0.00192777369952494
"nonlinear_var",3,500,10,35,45,0.822222222222222,0.177777777777778,0,-0.00081835725406148,-0.0012042772719423
"nonlinear_var",3,500,10,36,45,0.666666666666667,0.333333333333333,0,-0.00122199413962533,-0.00290787983524716
"nonlinear_var",3,500,10,37,45,0.822222222222222,0.177777777777778,0,-0.00229423996824356,-0.00285900660314205
"nonlinear_var",3,500,10,38,45,0.666666666666667,0.333333333333333,0,-0.00101900207882539,-0.00192897379035714
"nonlinear_var",3,500,10,39,45,0.488888888888889,0.511111111111111,0,0.000581430782780772,-0.00116624348437683
"nonlinear_var",3,500,10,40,45,0.555555555555556,0.444444444444444,0,0.000313910745828042,-0.00110964058808541
"nonlinear_var",3,500,10,41,45,0.555555555555556,0.444444444444444,0,-0.000461553136128207,-0.00181882268070818
"nonlinear_var",3,500,10,42,45,0.711111111111111,0.288888888888889,0,-0.00121080558982375,-0.00216009820922226
"nonlinear_var",3,500,10,43,45,0.711111111111111,0.288888888888889,0,-0.000503778831194509,-0.00104386615178204
"nonlinear_var",3,500,10,44,45,0.555555555555556,0.444444444444444,0,-5.27931247535696e-05,-0.000920125800524221
"nonlinear_var",3,500,10,45,45,0.622222222222222,0.377777777777778,0,-0.000148823433073226,-0.00112889392686659
"nonlinear_var",3,500,10,46,45,0.644444444444444,0.355555555555556,0,-0.00050680171874069,-0.00165421858347827
"nonlinear_var",3,500,10,47,45,0.6,0.4,0,-0.000698286341295777,-0.00196496103750083
"nonlinear_var",3,500,10,48,45,0.688888888888889,0.311111111111111,0,-0.000217531067523002,-0.00102946389924956
"nonlinear_var",3,500,10,49,45,0.733333333333333,0.266666666666667,0,-0.0021005685160236,-0.00312495560122736
"nonlinear_var",3,500,10,50,45,0.422222222222222,0.577777777777778,0,0.000768480435260733,-0.000970756547685268
"nonlinear_var",3,500,10,51,45,0.644444444444444,0.355555555555556,0,-0.000417671191505792,-0.00137523200978868
"nonlinear_var",3,500,10,52,45,0.733333333333333,0.266666666666667,0,-0.00102681841441918,-0.00178309104812372
"nonlinear_var",3,500,10,53,45,0.577777777777778,0.422222222222222,0,-0.000402382016645627,-0.00162983591002851
"nonlinear_var",3,500,10,54,45,0.622222222222222,0.377777777777778,0,-0.000412053356434426,-0.00156568198420877
"nonlinear_var",3,500,10,55,45,0.688888888888889,0.311111111111111,0,-0.000283873250755101,-0.000789613252391044
"nonlinear_var",3,500,10,56,45,0.733333333333333,0.266666666666667,0,-0.00154618603422219,-0.00276691344282898
"nonlinear_var",3,500,10,57,45,0.866666666666667,0.133333333333333,0,-0.00163930491542787,-0.00198990798680539
"nonlinear_var",3,500,10,58,45,0.6,0.4,0,-4.91603499474463e-05,-0.00190788400572807
"nonlinear_var",3,500,10,59,45,0.844444444444444,0.155555555555556,0,-0.00168843291564463,-0.00205736173226168
"nonlinear_var",3,500,10,60,45,0.711111111111111,0.288888888888889,0,-0.00135642937379934,-0.00249401541366949
"nonlinear_var",3,500,10,61,45,0.666666666666667,0.333333333333333,0,-0.000527300078166193,-0.0013053985316352
"nonlinear_var",3,500,10,62,45,0.733333333333333,0.266666666666667,0,-0.0011225699247548,-0.00235095690923206
"nonlinear_var",3,500,10,63,45,0.577777777777778,0.422222222222222,0,-5.2836301994715e-05,-0.00227885343457723
"nonlinear_var",3,500,10,64,45,0.733333333333333,0.266666666666667,0,-0.000605147877102912,-0.0012560119110121
"nonlinear_var",3,500,10,65,45,0.688888888888889,0.311111111111111,0,-0.000984776873778322,-0.00228865437547226
"nonlinear_var",3,500,10,66,45,0.622222222222222,0.377777777777778,0,-0.000398983141133121,-0.00105359611046161
"nonlinear_var",3,500,10,67,45,0.755555555555556,0.244444444444444,0,-0.00103847015176372,-0.00151799383330387
"nonlinear_var",3,500,10,68,45,0.755555555555556,0.244444444444444,0,-0.000806230131734084,-0.00122705823523081
"nonlinear_var",3,500,10,69,45,0.533333333333333,0.466666666666667,0,-8.68218361423207e-05,-0.00178305487583124
"nonlinear_var",3,500,10,70,45,0.755555555555556,0.244444444444444,0,-0.00145618028085742,-0.00220588829324301
"nonlinear_var",3,500,10,71,45,0.888888888888889,0.111111111111111,0,-0.00132813846984816,-0.00152884682308805
"nonlinear_var",3,500,10,72,45,0.622222222222222,0.377777777777778,0,-0.00074128475713983,-0.00207852142233774
"nonlinear_var",3,500,10,73,45,0.688888888888889,0.311111111111111,0,-0.000613670393944276,-0.00132138616895934
"nonlinear_var",3,500,10,74,45,0.733333333333333,0.266666666666667,0,-0.000888972674738923,-0.00147182257944421
"nonlinear_var",3,500,10,75,45,0.533333333333333,0.466666666666667,0,0.000146802770174749,-0.00114996562013541
"nonlinear_var",3,500,10,76,45,0.777777777777778,0.222222222222222,0,-0.000933179420884679,-0.00134569979101762
"nonlinear_var",3,500,10,77,45,0.733333333333333,0.266666666666667,0,-0.000869601176593505,-0.00144789298013879
"nonlinear_var",3,500,10,78,45,0.622222222222222,0.377777777777778,0,-0.000650885409071705,-0.00227030922177969
"nonlinear_var",3,500,10,79,45,0.511111111111111,0.488888888888889,0,0.000889976607967014,-0.00105838148969776
"nonlinear_var",3,500,10,80,45,0.533333333333333,0.466666666666667,0,0.000142739010991002,-0.000980740174362106
"nonlinear_var",3,500,10,81,45,0.8,0.2,0,-0.00131171178557385,-0.00185172910255474
"nonlinear_var",3,500,10,82,45,0.733333333333333,0.266666666666667,0,-0.00107165440664737,-0.00215773762407627
"nonlinear_var",3,500,10,83,45,0.733333333333333,0.266666666666667,0,-0.000842630475976752,-0.00238392626075535
"nonlinear_var",3,500,10,84,45,0.577777777777778,0.422222222222222,0,2.94095421973154e-05,-0.000672223043077296
"nonlinear_var",3,500,10,85,45,0.511111111111111,0.488888888888889,0,0.000656523839169614,-0.0010528350029514
"nonlinear_var",3,500,10,86,45,0.466666666666667,0.533333333333333,0,0.000604760888334726,-0.000561976420038619
"nonlinear_var",3,500,10,87,45,0.711111111111111,0.288888888888889,0,-0.000913968478248847,-0.0018461533014742
"nonlinear_var",3,500,10,88,45,0.466666666666667,0.533333333333333,0,0.000296613104797346,-0.00104762101589196
"nonlinear_var",3,500,10,89,45,0.688888888888889,0.311111111111111,0,-0.000152293781517687,-0.00118217263417341
"nonlinear_var",3,500,10,90,45,0.444444444444444,0.555555555555556,0,0.000797875984897546,-0.00116115611689414
"nonlinear_var",3,500,10,91,45,0.644444444444444,0.355555555555556,0,-0.000277591581183821,-0.000881965588767872
"nonlinear_var",3,500,10,92,45,0.688888888888889,0.311111111111111,0,-0.00107001151321102,-0.00216053850868983
"nonlinear_var",3,500,10,93,45,0.777777777777778,0.222222222222222,0,-0.00243037483632336,-0.00326729363566164
"nonlinear_var",3,500,10,94,45,0.755555555555556,0.244444444444444,0,-0.00121800119817742,-0.001868028894527
"nonlinear_var",3,500,10,95,45,0.466666666666667,0.533333333333333,0,0.0013080936495447,-0.000695196039272573
"nonlinear_var",3,500,10,96,45,0.777777777777778,0.222222222222222,0,-0.00135773441187958,-0.00200575865221375
"nonlinear_var",3,500,10,97,45,0.622222222222222,0.377777777777778,0,-0.000167400563666869,-0.000880712564251417
"nonlinear_var",3,500,10,98,45,0.644444444444444,0.355555555555556,0,-0.000571446402421831,-0.00158039979390317
"nonlinear_var",3,500,10,99,45,0.688888888888889,0.311111111111111,0,-0.000836653283826647,-0.00169509642544527
"nonlinear_var",3,500,10,100,45,0.688888888888889,0.311111111111111,0,-0.000693499060524598,-0.00145396788147383
"nonlinear_var",5,500,10,1,45,0.355555555555556,0.644444444444444,0,0.00254411043141665,-0.00186656767975056
"nonlinear_var",5,500,10,2,45,0.555555555555556,0.444444444444444,0,-0.000253018831328856,-0.00239093506113855
"nonlinear_var",5,500,10,3,45,0.2,0.8,0,0.00283628171345566,-0.00134407600354955
"nonlinear_var",5,500,10,4,45,0.155555555555556,0.844444444444444,0,0.00247490648753564,-0.000978143339948659
"nonlinear_var",5,500,10,5,45,0.0666666666666667,0.933333333333333,0,0.00630702371333585,-0.00214731014050577
"nonlinear_var",5,500,10,6,45,0.422222222222222,0.577777777777778,0,0.00104812839498406,-0.00117403886918098
"nonlinear_var",5,500,10,7,45,0.288888888888889,0.711111111111111,0,0.00278083810232136,-0.00120593576631424
"nonlinear_var",5,500,10,8,45,0.577777777777778,0.422222222222222,0,0.000112221638457761,-0.00131840377950194
"nonlinear_var",5,500,10,9,45,0.2,0.8,0,0.00467100114872518,-0.00170888291741173
"nonlinear_var",5,500,10,10,45,0.333333333333333,0.666666666666667,0,0.00156683747361933,-0.00313199568688741
"nonlinear_var",5,500,10,11,45,0.244444444444444,0.755555555555556,0,0.00314243583775714,-0.000823764821859651
"nonlinear_var",5,500,10,12,45,0.2,0.8,0,0.00311555052037889,-0.0030684569478672
"nonlinear_var",5,500,10,13,45,0.355555555555556,0.644444444444444,0,0.00185781483516003,-0.00286722593196038
"nonlinear_var",5,500,10,14,45,0.244444444444444,0.755555555555556,0,0.0048381041639801,-0.00177333184894392
"nonlinear_var",5,500,10,15,45,0.0666666666666667,0.933333333333333,0,0.00511859234757866,-0.00111515219967984
"nonlinear_var",5,500,10,16,45,0.511111111111111,0.488888888888889,0,0.000887257126187866,-0.00301895151932184
"nonlinear_var",5,500,10,17,45,0.577777777777778,0.422222222222222,0,-0.000267088906317765,-0.00259606307372375
"nonlinear_var",5,500,10,18,45,0.244444444444444,0.755555555555556,0,0.00303736636302108,-0.000853448287643504
"nonlinear_var",5,500,10,19,45,0.2,0.8,0,0.00491647694938007,-0.00141679383514354
"nonlinear_var",5,500,10,20,45,0.333333333333333,0.666666666666667,0,0.000365365516144086,-0.00358904591916352
"nonlinear_var",5,500,10,21,45,0.333333333333333,0.666666666666667,0,0.0054881800026398,-0.00179336798015482
"nonlinear_var",5,500,10,22,45,0.422222222222222,0.577777777777778,0,0.00062301437413344,-0.00489839384184013
"nonlinear_var",5,500,10,23,45,0.244444444444444,0.755555555555556,0,0.00350269854781315,-0.00114513235448998
"nonlinear_var",5,500,10,24,45,0.177777777777778,0.822222222222222,0,0.00368929260225599,-0.0023565606812882
"nonlinear_var",5,500,10,25,45,0.377777777777778,0.622222222222222,0,0.00087738709230886,-0.00264627239222666
"nonlinear_var",5,500,10,26,45,0.266666666666667,0.733333333333333,0,0.00211471534823388,-0.00232878697399267
"nonlinear_var",5,500,10,27,45,0.288888888888889,0.711111111111111,0,0.00294232057991176,-0.0014867031048084
"nonlinear_var",5,500,10,28,45,0.177777777777778,0.822222222222222,0,0.00650728441467161,-0.00167312766407043
"nonlinear_var",5,500,10,29,45,0.266666666666667,0.733333333333333,0,0.00187281564101908,-0.00156164489456725
"nonlinear_var",5,500,10,30,45,0.311111111111111,0.688888888888889,0,0.00202573093318401,-0.00225173818692792
"nonlinear_var",5,500,10,31,45,0.311111111111111,0.688888888888889,0,0.00281277861341552,-0.0028757324175936
"nonlinear_var",5,500,10,32,45,0.244444444444444,0.755555555555556,0,0.00313340096076222,-0.00256689450748686
"nonlinear_var",5,500,10,33,45,0.244444444444444,0.755555555555556,0,0.0032660481105166,-0.00222463395095323
"nonlinear_var",5,500,10,34,45,0.377777777777778,0.622222222222222,0,0.000630470965710815,-0.00303249821900424
"nonlinear_var",5,500,10,35,45,0.2,0.8,0,0.00459013058532844,-0.00146475148473333
"nonlinear_var",5,500,10,36,45,0.377777777777778,0.622222222222222,0,0.00125486619636811,-0.00229401672747203
"nonlinear_var",5,500,10,37,45,0.133333333333333,0.866666666666667,0,0.00660041673592763,-0.00109730279232369
"nonlinear_var",5,500,10,38,45,0.222222222222222,0.777777777777778,0,0.00418798796300952,-0.000979527993838936
"nonlinear_var",5,500,10,39,45,0.311111111111111,0.688888888888889,0,0.00121367764263186,-0.00331223100560193
"nonlinear_var",5,500,10,40,45,0.311111111111111,0.688888888888889,0,0.001593498260018,-0.000718612346993061
"nonlinear_var",5,500,10,41,45,0.444444444444444,0.555555555555556,0,0.00171696877165787,-0.00172198875164548
"nonlinear_var",5,500,10,42,45,0.355555555555556,0.644444444444444,0,0.00173386370552841,-0.00171890999515455
"nonlinear_var",5,500,10,43,45,0.288888888888889,0.711111111111111,0,0.00212712035900347,-0.00191015253440056
"nonlinear_var",5,500,10,44,45,0.422222222222222,0.577777777777778,0,0.00237204853714871,-0.00244976382719125
"nonlinear_var",5,500,10,45,45,0.333333333333333,0.666666666666667,0,0.00113726334791386,-0.00180978977161909
"nonlinear_var",5,500,10,46,45,0.244444444444444,0.755555555555556,0,0.00356713866062069,-0.00240841794026604
"nonlinear_var",5,500,10,47,45,0.266666666666667,0.733333333333333,0,0.00320081623897476,-0.00119389907370667
"nonlinear_var",5,500,10,48,45,0.466666666666667,0.533333333333333,0,0.00167979873572438,-0.00254390818643637
"nonlinear_var",5,500,10,49,45,0.288888888888889,0.711111111111111,0,0.00429964633715244,-0.00271727915240277
"nonlinear_var",5,500,10,50,45,0.355555555555556,0.644444444444444,0,0.00200341672355845,-0.00145956403486112
"nonlinear_var",5,500,10,51,45,0.133333333333333,0.866666666666667,0,0.00618659444597536,-0.000894121043821713
"nonlinear_var",5,500,10,52,45,0.288888888888889,0.711111111111111,0,0.00368181292681346,-0.00306767683639421
"nonlinear_var",5,500,10,53,45,0.155555555555556,0.844444444444444,0,0.0049043561015613,-0.00195289031444082
"nonlinear_var",5,500,10,54,45,0.577777777777778,0.422222222222222,0,-0.000945064999153093,-0.00305857627299888
"nonlinear_var",5,500,10,55,45,0.222222222222222,0.777777777777778,0,0.00499676710056382,-0.00200636933698614
"nonlinear_var",5,500,10,56,45,0.355555555555556,0.644444444444444,0,0.00156670363419352,-0.0016942397125961
"nonlinear_var",5,500,10,57,45,0.244444444444444,0.755555555555556,0,0.0050128864405548,-0.00236120332883253
"nonlinear_var",5,500,10,58,45,0.266666666666667,0.733333333333333,0,0.00293522413046452,-0.00122368516814924
"nonlinear_var",5,500,10,59,45,0.4,0.6,0,0.00039796129077846,-0.00275276181756243
"nonlinear_var",5,500,10,60,45,0.533333333333333,0.466666666666667,0,-3.04997896366066e-05,-0.00275053397379075
