"scenario","K","n","p","rep","n_pairs","prop_corr_decrease","prop_corr_increase","prop_corr_equal","mean_signed_diff","mean_negative_diff"
"homoscedastic",5,500,10,16,45,0.177777777777778,0.822222222222222,0,0.00350567312322239,-0.00145587842473499
"homoscedastic",5,500,10,17,45,0.288888888888889,0.711111111111111,0,0.00213085678671042,-0.00127804304566731
"homoscedastic",5,500,10,18,45,0.244444444444444,0.755555555555556,0,0.00415684989709735,-0.00131968807127326
"homoscedastic",5,500,10,19,45,0.311111111111111,0.688888888888889,0,0.00403219533001723,-0.00150146179775136
"homoscedastic",5,500,10,20,45,0.288888888888889,0.711111111111111,0,0.00178024587713894,-0.00173923308593391
"homoscedastic",5,500,10,21,45,0.377777777777778,0.622222222222222,0,0.000868090615653025,-0.00270110497307255
"homoscedastic",5,500,10,22,45,0.288888888888889,0.711111111111111,0,0.00191751435137849,-0.00111129452044653
"homoscedastic",5,500,10,23,45,0.466666666666667,0.533333333333333,0,0.000331127545362575,-0.00250211616804988
"homoscedastic",5,500,10,24,45,0.244444444444444,0.755555555555556,0,0.00444980474729761,-0.00109359171573434
"homoscedastic",5,500,10,25,45,0.244444444444444,0.755555555555556,0,0.00194218103658167,-0.00218432496228571
"homoscedastic",5,500,10,26,45,0.2,0.8,0,0.00493648977604058,-0.00162930339209582
"homoscedastic",5,500,10,27,45,0.288888888888889,0.711111111111111,0,0.00256431664133646,-0.00162710735872042
"homoscedastic",5,500,10,28,45,0.444444444444444,0.555555555555556,0,0.00156763826679172,-0.00182334347652643
"homoscedastic",5,500,10,29,45,0.266666666666667,0.733333333333333,0,0.00553294134106437,-0.0017578181747421
"homoscedastic",5,500,10,30,45,0.266666666666667,0.733333333333333,0,0.00175479679730573,-0.00284174098308805
"homoscedastic",5,500,10,31,45,0.355555555555556,0.644444444444444,0,0.0021000082344671,-0.00184691456486068
"homoscedastic",5,500,10,32,45,0.355555555555556,0.644444444444444,0,0.00128190246068976,-0.0022394346215843
"homoscedastic",5,500,10,33,45,0.533333333333333,0.466666666666667,0,0.000487394845019441,-0.00165470986726989
"homoscedastic",5,500,10,34,45,0.511111111111111,0.488888888888889,0,0.000572864935735194,-0.0021809265770263
"homoscedastic",5,500,10,35,45,0.133333333333333,0.866666666666667,0,0.00501666558054177,-0.00110465745113286
"homoscedastic",5,500,10,36,45,0.444444444444444,0.555555555555556,0,0.0019722475836456,-0.00182053439087524
"homoscedastic",5,500,10,37,45,0.311111111111111,0.688888888888889,0,0.00240039307875869,-0.0019925390450462
"homoscedastic",5,500,10,38,45,0.666666666666667,0.333333333333333,0,-0.00167766227785463,-0.00314620050367529
"homoscedastic",5,500,10,39,45,0.444444444444444,0.555555555555556,0,7.10034381391451e-05,-0.00335460195550795
"homoscedastic",5,500,10,40,45,0.244444444444444,0.755555555555556,0,0.00183744544445124,-0.00221758885441729
"homoscedastic",5,500,10,41,45,0.377777777777778,0.622222222222222,0,0.00264210670324396,-0.00242661321812158
"homoscedastic",5,500,10,42,45,0.355555555555556,0.644444444444444,0,0.0010843580627928,-0.00264640027089963
"homoscedastic",5,500,10,43,45,0.2,0.8,0,0.00336611855379787,-0.000725028030245545
"homoscedastic",5,500,10,44,45,0.133333333333333,0.866666666666667,0,0.00425840985029322,-0.000589141015822747
"homoscedastic",5,500,10,45,45,0.355555555555556,0.644444444444444,0,0.00122422044050617,-0.00192391371561809
"homoscedastic",5,500,10,46,45,0.422222222222222,0.577777777777778,0,0.00064340140032267,-0.00294074400521692
"homoscedastic",5,500,10,47,45,0.244444444444444,0.755555555555556,0,0.00375189877056691,-0.000860481328982058
"homoscedastic",5,500,10,48,45,0.377777777777778,0.622222222222222,0,0.00239233258386193,-0.00257166493674217
"homoscedastic",5,500,10,49,45,0.266666666666667,0.733333333333333,0,0.00208353727568637,-0.00123653548013437
"homoscedastic",5,500,10,50,45,0.266666666666667,0.733333333333333,0,0.00280298789457177,-0.00150884798535799
"homoscedastic",5,500,10,51,45,0.355555555555556,0.644444444444444,0,0.00111707806274762,-0.00180554063177422
"homoscedastic",5,500,10,52,45,0.333333333333333,0.666666666666667,0,0.00138691621180778,-0.00272209349968039
"homoscedastic",5,500,10,53,45,0.355555555555556,0.644444444444444,0,0.00153268706260874,-0.00203375366203042
"homoscedastic",5,500,10,54,45,0.266666666666667,0.733333333333333,0,0.00249958919668108,-0.00134542712803532
"homoscedastic",5,500,10,55,45,0.333333333333333,0.666666666666667,0,0.00260940686100507,-0.00238113652459312
"homoscedastic",5,500,10,56,45,0.0666666666666667,0.933333333333333,0,0.0072549851149198,-0.000873477834832566
"homoscedastic",5,500,10,57,45,0.222222222222222,0.777777777777778,0,0.00349754840806153,-0.00164255594332054
"homoscedastic",5,500,10,58,45,0.333333333333333,0.666666666666667,0,0.00219563050953652,-0.00222493131439306
"homoscedastic",5,500,10,59,45,0.422222222222222,0.577777777777778,0,0.000214660436299733,-0.00162069795532278
"homoscedastic",5,500,10,60,45,0.4,0.6,0,0.000687284632487358,-0.00207884702390352
"homoscedastic",5,500,10,61,45,0.355555555555556,0.644444444444444,0,0.00142861050490695,-0.002192328468236
"homoscedastic",5,500,10,62,45,0.733333333333333,0.266666666666667,0,-0.00144159825276022,-0.0025521666839191
"homoscedastic",5,500,10,63,45,0.133333333333333,0.866666666666667,0,0.00385695889557283,-0.00185730033405993
"homoscedastic",5,500,10,64,45,0.422222222222222,0.577777777777778,0,0.00159206580727716,-0.00330490113324233
"homoscedastic",5,500,10,65,45,0.333333333333333,0.666666666666667,0,0.000971844638768555,-0.00231905760512206
"homoscedastic",5,500,10,66,45,0.288888888888889,0.711111111111111,0,0.00142721624385486,-0.00326921356082768
"homoscedastic",5,500,10,67,45,0.222222222222222,0.777777777777778,0,0.0031325313232767,-0.00102807620446701
"homoscedastic",5,500,10,68,45,0.133333333333333,0.866666666666667,0,0.00317550408760008,-0.00162035911582575
"homoscedastic",5,500,10,69,45,0.422222222222222,0.577777777777778,0,0.00148069791795046,-0.00286244621780561
"homoscedastic",5,500,10,70,45,0.466666666666667,0.533333333333333,0,0.000396921385778505,-0.00213361595890424
"homoscedastic",5,500,10,71,45,0.444444444444444,0.555555555555556,0,-0.000215052255353797,-0.00338160490132867
"homoscedastic",5,500,10,72,45,0.444444444444444,0.555555555555556,0,0.00120297615458265,-0.00190363292822257
"homoscedastic",5,500,10,73,45,0.288888888888889,0.711111111111111,0,0.00117952600409101,-0.00286089972601695
"homoscedastic",5,500,10,74,45,0.311111111111111,0.688888888888889,0,0.00150809808754745,-0.00164736692176323
"homoscedastic",5,500,10,75,45,0.333333333333333,0.666666666666667,0,0.00286105584502212,-0.0017312742388459
"homoscedastic",5,500,10,76,45,0.222222222222222,0.777777777777778,0,0.00283040682035513,-0.00103236983891585
"homoscedastic",5,500,10,77,45,0.222222222222222,0.777777777777778,0,0.00187215574148091,-0.000989658155971207
"homoscedastic",5,500,10,78,45,0.288888888888889,0.711111111111111,0,0.00179334077399591,-0.00249420500835287
"homoscedastic",5,500,10,79,45,0.466666666666667,0.533333333333333,0,0.000848783273479456,-0.00145482541331142
"homoscedastic",5,500,10,80,45,0.177777777777778,0.822222222222222,0,0.00628741667728157,-0.001990878463857
"homoscedastic",5,500,10,81,45,0.555555555555556,0.444444444444444,0,-0.000410041752826117,-0.00266900950647606
"homoscedastic",5,500,10,82,45,0.355555555555556,0.644444444444444,0,0.002121259303953,-0.00197553838241701
"homoscedastic",5,500,10,83,45,0.333333333333333,0.666666666666667,0,0.00166484658495932,-0.00156894674721719
"homoscedastic",5,500,10,84,45,0.4,0.6,0,0.000742089939382108,-0.00160141449895315
"homoscedastic",5,500,10,85,45,0.355555555555556,0.644444444444444,0,0.00154597141819123,-0.00232830536094539
"homoscedastic",5,500,10,86,45,0.333333333333333,0.666666666666667,0,0.00250857660929264,-0.00135348695052193
"homoscedastic",5,500,10,87,45,0.4,0.6,0,0.00216117341931489,-0.00101033233936138
"homoscedastic",5,500,10,88,45,0.177777777777778,0.822222222222222,0,0.00517410376135204,-0.00258943623796308
"homoscedastic",5,500,10,89,45,0.333333333333333,0.666666666666667,0,0.00235020298457002,-0.002932680571433
"homoscedastic",5,500,10,90,45,0.2,0.8,0,0.00379725328981405,-0.0016029590732061
"homoscedastic",5,500,10,91,45,0.355555555555556,0.644444444444444,0,0.00217831740935164,-0.00127997723045988
"homoscedastic",5,500,10,92,45,0.4,0.6,0,0.000969322157800851,-0.00255604466584537
"homoscedastic",5,500,10,93,45,0.333333333333333,0.666666666666667,0,0.00182509506674614,-0.00154913291099525
"homoscedastic",5,500,10,94,45,0.4,0.6,0,0.000378409173442039,-0.00273873736636608
"homoscedastic",5,500,10,95,45,0.244444444444444,0.755555555555556,0,0.00278717785537975,-0.00134387104193226
"homoscedastic",5,500,10,96,45,0.4,0.6,0,0.000812876909759757,-0.00154033849288048
"homoscedastic",5,500,10,97,45,0.288888888888889,0.711111111111111,0,0.00291052412050178,-0.00291775247704059
"homoscedastic",5,500,10,98,45,0.422222222222222,0.577777777777778,0,0.00253215548411221,-0.00191406444426974
"homoscedastic",5,500,10,99,45,0.244444444444444,0.755555555555556,0,0.00167062969087316,-0.00293936924322123
"homoscedastic",5,500,10,100,45,0.533333333333333,0.466666666666667,0,0.000828750466832166,-0.0024753841351923
"homoscedastic",10,500,10,1,45,0.0444444444444444,0.955555555555556,0,0.0102711334411768,-0.00326168542783989
"homoscedastic",10,500,10,2,45,0.0666666666666667,0.933333333333333,0,0.0124175638572959,-0.00234359891022092
"homoscedastic",10,500,10,3,45,0.111111111111111,0.888888888888889,0,0.0101149555428977,-0.00175834384368163
"homoscedastic",10,500,10,4,45,0.0444444444444444,0.955555555555556,0,0.0108694927086838,-0.00368707100207333
"homoscedastic",10,500,10,5,45,0.111111111111111,0.888888888888889,0,0.0140183933395722,-0.00195817877349573
"homoscedastic",10,500,10,6,45,0.0888888888888889,0.911111111111111,0,0.0102861099454482,-0.000583756602357183
"homoscedastic",10,500,10,7,45,0.0444444444444444,0.955555555555556,0,0.0110605749795826,-0.00289656459205251
"homoscedastic",10,500,10,8,45,0.0888888888888889,0.911111111111111,0,0.00657535249834893,-0.00107777076396434
"homoscedastic",10,500,10,9,45,0.177777777777778,0.822222222222222,0,0.00799736406568419,-0.00348911927621112
"homoscedastic",10,500,10,10,45,0.111111111111111,0.888888888888889,0,0.00925527816845439,-0.00157413649409996
"homoscedastic",10,500,10,11,45,0.111111111111111,0.888888888888889,0,0.0122097041664916,-0.00307565914396433
"homoscedastic",10,500,10,12,45,0.155555555555556,0.844444444444444,0,0.00918079384234223,-0.00318680690914931
"homoscedastic",10,500,10,13,45,0.355555555555556,0.644444444444444,0,0.00371512636170381,-0.00367808622465074
"homoscedastic",10,500,10,14,45,0.0666666666666667,0.933333333333333,0,0.00656148591406885,-0.00179552808032383
"homoscedastic",10,500,10,15,45,0.133333333333333,0.866666666666667,0,0.0104910820268189,-0.00334878924379386
"homoscedastic",10,500,10,16,45,0.0444444444444444,0.955555555555556,0,0.00570031034792485,-0.00339347025391512
"homoscedastic",10,500,10,17,45,0.133333333333333,0.866666666666667,0,0.00569353621128389,-0.00182219646891178
"homoscedastic",10,500,10,18,45,0,1,0,0.0145633326554569,0
"homoscedastic",10,500,10,19,45,0.177777777777778,0.822222222222222,0,0.00591695664217827,-0.00303207820194605
"homoscedastic",10,500,10,20,45,0.111111111111111,0.888888888888889,0,0.0121591491056798,-0.00163756816192888
"homoscedastic",10,500,10,21,45,0.0222222222222222,0.977777777777778,0,0.00965366043328456,-0.00114020097569667
"homoscedastic",10,500,10,22,45,0.0444444444444444,0.955555555555556,0,0.0114223867906524,-0.0010194585414699
"homoscedastic",10,500,10,23,45,0.111111111111111,0.888888888888889,0,0.00966390454538043,-0.00105866271373902
"homoscedastic",10,500,10,24,45,0.0444444444444444,0.955555555555556,0,0.00928022623713042,-0.000826033433710571
"homoscedastic",10,500,10,25,45,0,1,0,0.014308003091928,0
"homoscedastic",10,500,10,26,45,0.111111111111111,0.888888888888889,0,0.00814399152544606,-0.00107377047124937
"homoscedastic",10,500,10,27,45,0.0222222222222222,0.977777777777778,0,0.0141494832255695,-0.00316678987825192
"homoscedastic",10,500,10,28,45,0.0888888888888889,0.911111111111111,0,0.0105351974937937,-0.00334116885209582
"homoscedastic",10,500,10,29,45,0.0888888888888889,0.911111111111111,0,0.0144220168194703,-0.00282301265442272
"homoscedastic",10,500,10,30,45,0.0444444444444444,0.955555555555556,0,0.010448548763319,-0.00187869652628048
"homoscedastic",10,500,10,31,45,0.0222222222222222,0.977777777777778,0,0.0195540332328123,-0.00330360759902748
"homoscedastic",10,500,10,32,45,0.222222222222222,0.777777777777778,0,0.00752947757918158,-0.00250528533186367
"homoscedastic",10,500,10,33,45,0.222222222222222,0.777777777777778,0,0.0063181745901365,-0.00297922078799973
"homoscedastic",10,500,10,34,45,0.0222222222222222,0.977777777777778,0,0.0153240635727125,-0.000558537429673711
"homoscedastic",10,500,10,35,45,0.0666666666666667,0.933333333333333,0,0.0101601642138169,-0.00220045252000885
"homoscedastic",10,500,10,36,45,0.0222222222222222,0.977777777777778,0,0.0156008185292126,-0.000708134609132216
"homoscedastic",10,500,10,37,45,0.0888888888888889,0.911111111111111,0,0.0135556166547431,-0.00523663644311992
"homoscedastic",10,500,10,38,45,0.133333333333333,0.866666666666667,0,0.00756185253376457,-0.00290035404884292
"homoscedastic",10,500,10,39,45,0.0666666666666667,0.933333333333333,0,0.012546860577506,-0.00152465454852217
"homoscedastic",10,500,10,40,45,0.244444444444444,0.755555555555556,0,0.00739347346682762,-0.00325902274210482
"homoscedastic",10,500,10,41,45,0.0888888888888889,0.911111111111111,0,0.0103353198046485,-0.00147898848890898
"homoscedastic",10,500,10,42,45,0.133333333333333,0.866666666666667,0,0.0101829356692387,-0.00385440253577577
"homoscedastic",10,500,10,43,45,0.0222222222222222,0.977777777777778,0,0.0136913301758725,-0.000700659730214048
"homoscedastic",10,500,10,44,45,0,1,0,0.0134774749992835,0
"homoscedastic",10,500,10,45,45,0.0222222222222222,0.977777777777778,0,0.0146237972149815,-0.00250306655031374
"homoscedastic",10,500,10,46,45,0.155555555555556,0.844444444444444,0,0.0103063949011434,-0.0029005080100288
"homoscedastic",10,500,10,47,45,0.133333333333333,0.866666666666667,0,0.00694004262417613,-0.000794103241805159
"homoscedastic",10,500,10,48,45,0.0666666666666667,0.933333333333333,0,0.0116113403470489,-0.00203683017965809
"homoscedastic",10,500,10,49,45,0.0444444444444444,0.955555555555556,0,0.0121240863294522,-0.00134813193372901
"homoscedastic",10,500,10,50,45,0.155555555555556,0.844444444444444,0,0.0106241829220335,-0.00287755085746971
"homoscedastic",10,500,10,51,45,0.0222222222222222,0.977777777777778,0,0.0111221114275177,-0.000571574281556408
"homoscedastic",10,500,10,52,45,0.133333333333333,0.866666666666667,0,0.0101846607417321,-0.00423776999932747
"homoscedastic",10,500,10,53,45,0.0222222222222222,0.977777777777778,0,0.013655193074881,-0.00172477806287064
"homoscedastic",10,500,10,54,45,0.0222222222222222,0.977777777777778,0,0.0121082436620507,-0.000175315553891608
"homoscedastic",10,500,10,55,45,0.0444444444444444,0.955555555555556,0,0.00975672612508376,-0.000343965548090797
"homoscedastic",10,500,10,56,45,0.155555555555556,0.844444444444444,0,0.00738393780888981,-0.00198763150497554
"homoscedastic",10,500,10,57,45,0.111111111111111,0.888888888888889,0,0.00754554258769852,-0.00356504891123652
"homoscedastic",10,500,10,58,45,0.0666666666666667,0.933333333333333,0,0.00935057149794703,-0.00120851664814166
"homoscedastic",10,500,10,59,45,0,1,0,0.0119637108854845,0
"homoscedastic",10,500,10,60,45,0.0666666666666667,0.933333333333333,0,0.00764177012630392,-0.000774683523609802
"homoscedastic",10,500,10,61,45,0.0666666666666667,0.933333333333333,0,0.0120307956396295,-0.0010515568328322
"homoscedastic",10,500,10,62,45,0.0444444444444444,0.955555555555556,0,0.0117052274333353,-0.00316601504521219
"homoscedastic",10,500,10,63,45,0.0666666666666667,0.933333333333333,0,0.0106012695607786,-0.00235853988532716
"homoscedastic",10,500,10,64,45,0,1,0,0.0130148456874809,0
"homoscedastic",10,500,10,65,45,0.0222222222222222,0.977777777777778,0,0.0159851923911066,-0.00076142990484096
"homoscedastic",10,500,10,66,45,0.111111111111111,0.888888888888889,0,0.00862376173112021,-0.00364162980646627
"homoscedastic",10,500,10,67,45,0.0666666666666667,0.933333333333333,0,0.00959426864193352,-0.00319562420693605
"homoscedastic",10,500,10,68,45,0.0222222222222222,0.977777777777778,0,0.0128345577361094,-0.00155974274283166
"homoscedastic",10,500,10,69,45,0,1,0,0.0144182896804926,0
"homoscedastic",10,500,10,70,45,0,1,0,0.017574662369202,0
"homoscedastic",10,500,10,71,45,0.111111111111111,0.888888888888889,0,0.00886119192206882,-0.00293465226107805
"homoscedastic",10,500,10,72,45,0.0444444444444444,0.955555555555556,0,0.0125710561424074,-0.00108629960299672
"homoscedastic",10,500,10,73,45,0.0888888888888889,0.911111111111111,0,0.00887583140579939,-0.00202338455304887
"homoscedastic",10,500,10,74,45,0.0222222222222222,0.977777777777778,0,0.014461498836274,-0.00153761041721778
"homoscedastic",10,500,10,75,45,0.0444444444444444,0.955555555555556,0,0.0129375245538986,-0.00253275019858729
"homoscedastic",10,500,10,76,45,0.0222222222222222,0.977777777777778,0,0.0154551194491721,-0.000121976475755958
"homoscedastic",10,500,10,77,45,0.0666666666666667,0.933333333333333,0,0.0169088968250452,-0.000647340513308429
"homoscedastic",10,500,10,78,45,0.133333333333333,0.866666666666667,0,0.00871689377041245,-0.00141857905282296
"homoscedastic",10,500,10,79,45,0.0666666666666667,0.933333333333333,0,0.0109242961018445,-0.00394457759998323
"homoscedastic",10,500,10,80,45,0.133333333333333,0.866666666666667,0,0.0100812511179212,-0.00207150402951989
"homoscedastic",10,500,10,81,45,0.0888888888888889,0.911111111111111,0,0.00945149827745508,-0.00206705278029951
"homoscedastic",10,500,10,82,45,0.155555555555556,0.844444444444444,0,0.0084370329962477,-0.0017933137647078
"homoscedastic",10,500,10,83,45,0.0888888888888889,0.911111111111111,0,0.0125790477266717,-0.00265951954426855
"homoscedastic",10,500,10,84,45,0.0444444444444444,0.955555555555556,0,0.012288524284734,-0.00127915897068009
"homoscedastic",10,500,10,85,45,0.111111111111111,0.888888888888889,0,0.00864598201156493,-0.00225663593690346
"homoscedastic",10,500,10,86,45,0.2,0.8,0,0.00855413770861933,-0.00129103768747508
"homoscedastic",10,500,10,87,45,0.0666666666666667,0.933333333333333,0,0.0109344231758943,-0.000744111050705561
"homoscedastic",10,500,10,88,45,0.0666666666666667,0.933333333333333,0,0.0096317254239776,-0.00154049412513117
"homoscedastic",10,500,10,89,45,0.155555555555556,0.844444444444444,0,0.00912263424215777,-0.00264757064132811
"homoscedastic",10,500,10,90,45,0.0888888888888889,0.911111111111111,0,0.0139709374356821,-0.00332397198802328
"homoscedastic",10,500,10,91,45,0,1,0,0.014842115943171,0
"homoscedastic",10,500,10,92,45,0.0666666666666667,0.933333333333333,0,0.0139248112501297,-0.00291424841953721
"homoscedastic",10,500,10,93,45,0.0666666666666667,0.933333333333333,0,0.00989542531780347,-0.00227280668457486
"homoscedastic",10,500,10,94,45,0,1,0,0.0127761136562214,0
"homoscedastic",10,500,10,95,45,0.0888888888888889,0.911111111111111,0,0.0128019648306675,-0.00141181673668114
"homoscedastic",10,500,10,96,45,0.0666666666666667,0.933333333333333,0,0.0106910211757407,-0.00120902077385117
"homoscedastic",10,500,10,97,45,0,1,0,0.0138508655339492,0
"homoscedastic",10,500,10,98,45,0.0222222222222222,0.977777777777778,0,0.0133694759778337,-0.000866561857131409
"homoscedastic",10,500,10,99,45,0.0666666666666667,0.933333333333333,0,0.0115033023473421,-0.00421917298885451
"homoscedastic",10,500,10,100,45,0.0666666666666667,0.933333333333333,0,0.0112323347756486,-0.00102733816030357
"nonlinear_var",2,500,10,1,45,1,0,0,-0.000517509001197442,-0.000517509001197442
"nonlinear_var",2,500,10,2,45,1,0,0,-0.000471094185392193,-0.000471094185392193
"nonlinear_var",2,500,10,3,45,1,0,0,-0.00096931965893749,-0.00096931965893749
"nonlinear_var",2,500,10,4,45,1,0,0,-0.00106392457476994,-0.00106392457476994
"nonlinear_var",2,500,10,5,45,1,0,0,-0.000642840035131847,-0.000642840035131847
"nonlinear_var",2,500,10,6,45,1,0,0,-0.000847694803976287,-0.000847694803976287
"nonlinear_var",2,500,10,7,45,1,0,0,-0.000708977363342742,-0.000708977363342742
"nonlinear_var",2,500,10,8,45,1,0,0,-0.00157400902416213,-0.00157400902416213
"nonlinear_var",2,500,10,9,45,1,0,0,-0.00100445703712515,-0.00100445703712515
"nonlinear_var",2,500,10,10,45,1,0,0,-0.000435338255980986,-0.000435338255980986
"nonlinear_var",2,500,10,11,45,1,0,0,-0.00058934846664244,-0.00058934846664244
"nonlinear_var",2,500,10,12,45,1,0,0,-0.00147288002482377,-0.00147288002482377
"nonlinear_var",2,500,10,13,45,1,0,0,-0.000933740523362039,-0.000933740523362039
"nonlinear_var",2,500,10,14,45,1,0,0,-0.00139292502736189,-0.00139292502736189
"nonlinear_var",2,500,10,15,45,1,0,0,-0.00116578089258765,-0.00116578089258765
"nonlinear_var",2,500,10,16,45,1,0,0,-0.000611705488597915,-0.000611705488597915
"nonlinear_var",2,500,10,17,45,1,0,0,-0.00115317966600857,-0.00115317966600857
"nonlinear_var",2,500,10,18,45,1,0,0,-0.000957595017824595,-0.000957595017824595
"nonlinear_var",2,500,10,19,45,1,0,0,-0.000819084683710046,-0.000819084683710046
"nonlinear_var",2,500,10,20,45,1,0,0,-0.000587031626377151,-0.000587031626377151
"nonlinear_var",2,500,10,21,45,1,0,0,-0.00090432621222226,-0.00090432621222226
"nonlinear_var",2,500,10,22,45,1,0,0,-0.00104132051922591,-0.00104132051922591
"nonlinear_var",2,500,10,23,45,1,0,0,-0.0015050769866042,-0.0015050769866042
"nonlinear_var",2,500,10,24,45,1,0,0,-0.000396670971475673,-0.000396670971475673
"nonlinear_var",2,500,10,25,45,1,0,0,-0.000509431566499203,-0.000509431566499203
"nonlinear_var",2,500,10,26,45,1,0,0,-0.00176106520740369,-0.00176106520740369
"nonlinear_var",2,500,10,27,45,1,0,0,-0.00110618744910527,-0.00110618744910527
"nonlinear_var",2,500,10,28,45,1,0,0,-0.00190669142403648,-0.00190669142403648
"nonlinear_var",2,500,10,29,45,1,0,0,-0.00131733964360283,-0.00131733964360283
"nonlinear_var",2,500,10,30,45,1,0,0,-0.000955473652784717,-0.000955473652784717
"nonlinear_var",2,500,10,31,45,1,0,0,-0.00072909174085133,-0.00072909174085133
"nonlinear_var",2,500,10,32,45,1,0,0,-0.000951576672611414,-0.000951576672611414
"nonlinear_var",2,500,10,33,45,1,0,0,-0.000704429636001026,-0.000704429636001026
"nonlinear_var",2,500,10,34,45,1,0,0,-0.000809884556728191,-0.000809884556728191
"nonlinear_var",2,500,10,35,45,1,0,0,-0.00122865560566559,-0.00122865560566559
"nonlinear_var",2,500,10,36,45,1,0,0,-0.00085685676271109,-0.00085685676271109
"nonlinear_var",2,500,10,37,45,1,0,0,-0.00055585455526155,-0.00055585455526155
"nonlinear_var",2,500,10,38,45,1,0,0,-0.000480904433064016,-0.000480904433064016
"nonlinear_var",2,500,10,39,45,1,0,0,-0.000387515842774391,-0.000387515842774391
"nonlinear_var",2,500,10,40,45,1,0,0,-0.0013201667791909,-0.0013201667791909
"nonlinear_var",2,500,10,41,45,1,0,0,-0.00149818773312292,-0.00149818773312292
"nonlinear_var",2,500,10,42,45,1,0,0,-0.000560229263738029,-0.000560229263738029
"nonlinear_var",2,500,10,43,45,1,0,0,-0.000374916089993232,-0.000374916089993232
"nonlinear_var",2,500,10,44,45,1,0,0,-0.00118292687743117,-0.00118292687743117
"nonlinear_var",2,500,10,45,45,1,0,0,-0.000375250880853136,-0.000375250880853136
"nonlinear_var",2,500,10,46,45,1,0,0,-0.00181915950382106,-0.00181915950382106
"nonlinear_var",2,500,10,47,45,1,0,0,-0.00112435270709665,-0.00112435270709665
"nonlinear_var",2,500,10,48,45,1,0,0,-0.000616008807101159,-0.000616008807101159
"nonlinear_var",2,500,10,49,45,1,0,0,-0.0011851303896231,-0.0011851303896231
"nonlinear_var",2,500,10,50,45,1,0,0,-0.000881735547173168,-0.000881735547173168
"nonlinear_var",2,500,10,51,45,1,0,0,-0.000342004821132173,-0.000342004821132173
"nonlinear_var",2,500,10,52,45,1,0,0,-0.00092212395833872,-0.00092212395833872
"nonlinear_var",2,500,10,53,45,1,0,0,-0.001339019738413,-0.001339019738413
"nonlinear_var",2,500,10,54,45,1,0,0,-0.000345315371239876,-0.000345315371239876
"nonlinear_var",2,500,10,55,45,1,0,0,-0.000878566111031056,-0.000878566111031056
"nonlinear_var",2,500,10,56,45,1,0,0,-0.000899948563055313,-0.000899948563055313
"nonlinear_var",2,500,10,57,45,1,0,0,-0.000625045847851754,-0.000625045847851754
"nonlinear_var",2,500,10,58,45,1,0,0,-0.000854333020600517,-0.000854333020600517
"nonlinear_var",2,500,10,59,45,1,0,0,-0.00116104355270391,-0.00116104355270391
"nonlinear_var",2,500,10,60,45,1,0,0,-0.00220064860447881,-0.00220064860447881
"nonlinear_var",2,500,10,61,45,1,0,0,-0.00101463866685015,-0.00101463866685015
"nonlinear_var",2,500,10,62,45,1,0,0,-0.00109606571287625,-0.00109606571287625
"nonlinear_var",2,500,10,63,45,1,0,0,-0.00108288682525545,-0.00108288682525545
"nonlinear_var",2,500,10,64,45,1,0,0,-0.00143709491148224,-0.00143709491148224
"nonlinear_var",2,500,10,65,45,1,0,0,-0.000674434791604887,-0.000674434791604887
"nonlinear_var",2,500,10,66,45,1,0,0,-0.00194805555369338,-0.00194805555369338
"nonlinear_var",2,500,10,67,45,1,0,0,-0.000500556097711303,-0.000500556097711303
"nonlinear_var",2,500,10,68,45,1,0,0,-0.00101789332711463,-0.00101789332711463
"nonlinear_var",2,500,10,69,45,1,0,0,-0.000522431845511136,-0.000522431845511136
"nonlinear_var",2,500,10,70,45,1,0,0,-0.000966909733414452,-0.000966909733414452
"nonlinear_var",2,500,10,71,45,1,0,0,-0.00127081514885593,-0.00127081514885593
"nonlinear_var",2,500,10,72,45,1,0,0,-0.000765068263174102,-0.000765068263174102
"nonlinear_var",2,500,10,73,45,1,0,0,-0.00107846354226239,-0.00107846354226239
"nonlinear_var",2,500,10,74,45,1,0,0,-0.000434880463643054,-0.000434880463643054
"nonlinear_var",2,500,10,75,45,1,0,0,-0.00120405159626559,-0.00120405159626559
"nonlinear_var",2,500,10,76,45,1,0,0,-0.000636343695394759,-0.000636343695394759
"nonlinear_var",2,500,10,77,45,1,0,0,-0.000604323794832492,-0.000604323794832492
"nonlinear_var",2,500,10,78,45,1,0,0,-0.000623236906139704,-0.000623236906139704
"nonlinear_var",2,500,10,79,45,1,0,0,-0.000816919961413228,-0.000816919961413228
"nonlinear_var",2,500,10,80,45,1,0,0,-0.00108404583988743,-0.00108404583988743
"nonlinear_var",2,500,10,81,45,1,0,0,-0.000676711174344562,-0.000676711174344562
"nonlinear_var",2,500,10,82,45,1,0,0,-0.000936296277509984,-0.000936296277509984
"nonlinear_var",2,500,10,83,45,1,0,0,-0.000640364349039308,-0.000640364349039308
"nonlinear_var",2,500,10,84,45,1,0,0,-0.000662498242778773,-0.000662498242778773
"nonlinear_var",2,500,10,85,45,1,0,0,-0.00173372183899984,-0.00173372183899984
"nonlinear_var",2,500,10,86,45,1,0,0,-0.00218343740602922,-0.00218343740602922
"nonlinear_var",2,500,10,87,45,1,0,0,-0.000584197160956037,-0.000584197160956037
"nonlinear_var",2,500,10,88,45,1,0,0,-0.0010460738354637,-0.0010460738354637
