eta_b_waba,eta_b_iwaba,info_gain,radius_prop,scenario,K,n,p,rep
0.7519439055842193,0.7655017621731036,1.0501312388267123,0.04773807022703448,Heteroscedastic,2,100,10,28
0.724326727238768,0.7469518168827795,1.0876989969914814,0.08062800207966757,Heteroscedastic,2,100,10,29
0.7393637793865917,0.7559763533980834,1.070343466244176,0.06572046120018875,Heteroscedastic,2,100,10,30
0.7666182787217822,0.7815180005356563,1.058419300929629,0.05519485602569607,Heteroscedastic,2,100,10,31
0.7881856461838095,0.8007057065946555,1.0459930660358716,0.04397071790368287,Heteroscedastic,2,100,10,32
0.7212318567659125,0.740086472497431,1.0691705565437255,0.06469553068065292,Heteroscedastic,2,100,10,33
0.7476711907340723,0.7547204468836463,1.0273069296747896,0.026581081939585516,Heteroscedastic,2,100,10,34
0.7811162547677789,0.7938395970180459,1.0510486363251215,0.04856924271707078,Heteroscedastic,2,100,10,35
0.7345753027069976,0.7481377030708256,1.0580027651057076,0.054822886119690335,Heteroscedastic,2,100,10,36
0.846145842040146,0.8498814029125844,1.0168843438752744,0.016603996292173386,Heteroscedastic,2,100,10,37
0.7756769951063419,0.7913024865443694,1.0749981003668634,0.06976579804305631,Heteroscedastic,2,100,10,38
0.7803255510431344,0.7882380018382323,1.035106367685112,0.0339157102893907,Heteroscedastic,2,100,10,39
0.7479250895723448,0.7671034002322061,1.0649744394285647,0.061010327593804196,Heteroscedastic,2,100,10,40
0.7776994465047385,0.7849076558609341,1.0364438149181816,0.03516236422430549,Heteroscedastic,2,100,10,41
0.7701838974748766,0.7754993289344959,1.0269155181291056,0.02621006076346163,Heteroscedastic,2,100,10,42
0.7758685144016122,0.7837548121550265,1.0302119774587208,0.029325981564732154,Heteroscedastic,2,100,10,43
0.7737994222978486,0.7909884742462522,1.060170658379702,0.05675563448592582,Heteroscedastic,2,100,10,44
0.7515006766355835,0.7655899779870143,1.052257719600165,0.049662472060572616,Heteroscedastic,2,100,10,45
0.774757174374835,0.784490401769115,1.0426419702859102,0.04089799902666201,Heteroscedastic,2,100,10,46
0.7768762567350366,0.7930917414152863,1.0732543096869605,0.06825438204699759,Heteroscedastic,2,100,10,47
0.8127026988919894,0.8239316217411904,1.0549240608174875,0.052064468768420386,Heteroscedastic,2,100,10,48
0.7585560799021424,0.7726118929665116,1.0668207405151924,0.06263539691112777,Heteroscedastic,2,100,10,49
0.7307985363992591,0.7489276683557492,1.0810440320662118,0.0749682988502433,Heteroscedastic,2,100,10,50
0.8061547003901796,0.8149050807172958,1.0401919983255736,0.038639018940995536,Heteroscedastic,2,100,10,51
0.7447965778005657,0.7582598745381126,1.0431387525709284,0.04135475981944703,Heteroscedastic,2,100,10,52
0.7252451919744164,0.7368639867191142,1.0317276823087402,0.03075199284925817,Heteroscedastic,2,100,10,53
0.8231534294172151,0.8337215296762945,1.0352483212804604,0.03404818008964554,Heteroscedastic,2,100,10,54
0.7812856095717221,0.793348528970335,1.0523509430493643,0.049746658560183954,Heteroscedastic,2,100,10,55
0.7558164849322552,0.7703818130123052,1.0674662478134744,0.06320223047020729,Heteroscedastic,2,100,10,56
0.6953272702472526,0.7166051638961808,1.091781841578147,0.08406610009695568,Heteroscedastic,2,100,10,57
0.8439236197792901,0.8517339734249886,1.0421221664787264,0.04041960514193351,Heteroscedastic,2,100,10,58
0.7264245422023191,0.7500204713344939,1.0880570107330259,0.08093051178789047,Heteroscedastic,2,100,10,59
0.7797753536873782,0.7830227851297791,1.0238707525089434,0.023314224427691984,Heteroscedastic,2,100,10,60
0.7725426245666166,0.7860018108705977,1.0626992391624757,0.05899998499282788,Heteroscedastic,2,100,10,61
