"pair_label","var1","var2","r_R_billard","r_R_billard_defined","r_R_het","r_R_het_defined"
"Probe_7185--Probe_1009","Probe_7185","Probe_1009",0.882755978192811,TRUE,0.449034624229902,TRUE
"Probe_7185--Probe_4351","Probe_7185","Probe_4351",0.79873372372032,TRUE,0.282461274266028,TRUE
"Probe_7185--Probe_7096","Probe_7185","Probe_7096",0.946389536117996,TRUE,0.684623742244939,TRUE
"Probe_7185--Probe_4602","Probe_7185","Probe_4602",0.905950494163807,TRUE,0.53197102009596,TRUE
"Probe_7185--Probe_930","Probe_7185","Probe_930",0.931194389129183,TRUE,0.518386009547427,TRUE
"Probe_7185--Probe_9236","Probe_7185","Probe_9236",0.788250563856542,TRUE,0.3302828798614,TRUE
"Probe_7185--Probe_42","Probe_7185","Probe_42",0.911948562346265,TRUE,0.607988743555061,TRUE
"Probe_7185--Probe_7182","Probe_7185","Probe_7182",0.911948562346265,TRUE,0.607988743555061,TRUE
"Probe_7185--Probe_2799","Probe_7185","Probe_2799",0.956585567112209,TRUE,0.698182402716008,TRUE
"Probe_7185--Probe_5989","Probe_7185","Probe_5989",0.665616304269448,TRUE,0.324978054482251,TRUE
"Probe_7185--Probe_331","Probe_7185","Probe_331",0.817905911170508,TRUE,0.309368366415954,TRUE
"Probe_7185--Probe_746","Probe_7185","Probe_746",0.955809625774156,TRUE,0.680733110266063,TRUE
"Probe_7185--Probe_5320","Probe_7185","Probe_5320",0.894759500554872,TRUE,0.438285561403298,TRUE
"Probe_7185--Probe_3147","Probe_7185","Probe_3147",0.801532080577907,TRUE,0.398084091430445,TRUE
"Probe_7185--Probe_1277","Probe_7185","Probe_1277",0.747602849254777,TRUE,0.409241248148252,TRUE
"Probe_7185--Probe_2384","Probe_7185","Probe_2384",0.85739160431243,TRUE,0.404806013737856,TRUE
"Probe_7185--Probe_928","Probe_7185","Probe_928",0.706303359318028,TRUE,0.421962160825199,TRUE
"Probe_7185--Probe_8028","Probe_7185","Probe_8028",0.769751800646423,TRUE,0.313567734374868,TRUE
"Probe_7185--Probe_15809","Probe_7185","Probe_15809",0.82130826970274,TRUE,0.395359967273213,TRUE
"Probe_7185--Probe_3365","Probe_7185","Probe_3365",0.837307691436273,TRUE,0.309093114725848,TRUE
"Probe_7185--Probe_6729","Probe_7185","Probe_6729",0.830391905259443,TRUE,0.324126711664766,TRUE
"Probe_7185--Probe_1090","Probe_7185","Probe_1090",0.904631651501403,TRUE,0.46936354095987,TRUE
"Probe_7185--Probe_3539","Probe_7185","Probe_3539",0.833957837130201,TRUE,0.330315841364459,TRUE
"Probe_7185--Probe_6486","Probe_7185","Probe_6486",0.813457456737409,TRUE,0.309924109510776,TRUE
"Probe_7185--Probe_6813","Probe_7185","Probe_6813",0.883223063241025,TRUE,0.350044294564554,TRUE
"Probe_7185--Probe_13869","Probe_7185","Probe_13869",0.75010628952928,TRUE,0.40789860178794,TRUE
"Probe_7185--Probe_5186","Probe_7185","Probe_5186",0.781429775148929,TRUE,0.276240460225982,TRUE
"Probe_7185--Probe_3720","Probe_7185","Probe_3720",0.859237711872018,TRUE,0.330977533521845,TRUE
"Probe_7185--Probe_6142","Probe_7185","Probe_6142",0.790722496878465,TRUE,0.275314485972728,TRUE
"Probe_7185--Probe_3909","Probe_7185","Probe_3909",0.698293332521985,TRUE,0.34760355488945,TRUE
"Probe_7185--Probe_11812","Probe_7185","Probe_11812",0.730148020645979,TRUE,0.273853596998723,TRUE
"Probe_7185--Probe_2452","Probe_7185","Probe_2452",0.798970404377162,TRUE,0.358107563038218,TRUE
"Probe_7185--Probe_7001","Probe_7185","Probe_7001",0.411467442178719,TRUE,0.0871218071321866,TRUE
"Probe_5998--Probe_13266","Probe_5998","Probe_13266",0.817020374990238,TRUE,0.567789402044518,TRUE
"Probe_5998--Probe_46","Probe_5998","Probe_46",0.831498406100094,TRUE,0.219366173049788,TRUE
"Probe_5998--Probe_7186","Probe_5998","Probe_7186",0.831498406100094,TRUE,0.219366173049788,TRUE
"Probe_5998--Probe_6731","Probe_5998","Probe_6731",0.806506357339556,TRUE,0.043330902421324,TRUE
"Probe_5998--Probe_3597","Probe_5998","Probe_3597",0.913182535031289,TRUE,0.734172132726497,TRUE
"Probe_5998--Probe_5729","Probe_5998","Probe_5729",0.93169603162411,TRUE,0.733453371451521,TRUE
"Probe_5998--Probe_1995","Probe_5998","Probe_1995",0.845468831866132,TRUE,0.685110570236609,TRUE
"Probe_5998--Probe_4454","Probe_5998","Probe_4454",0.903544291463477,TRUE,0.588882995067224,TRUE
"Probe_5998--Probe_4614","Probe_5998","Probe_4614",0.872488141254029,TRUE,0.725898746830893,TRUE
"Probe_5998--Probe_14347","Probe_5998","Probe_14347",0.739902076871245,TRUE,0.154464894732634,TRUE
"Probe_5998--Probe_6457","Probe_5998","Probe_6457",0.953216239637801,TRUE,0.822421233735014,TRUE
"Probe_5998--Probe_6732","Probe_5998","Probe_6732",0.75049912093041,TRUE,0.654242347970408,TRUE
"Probe_5998--Probe_7889","Probe_5998","Probe_7889",0.768281938452341,TRUE,0.522091699479716,TRUE
"Probe_5998--Probe_1009","Probe_5998","Probe_1009",0.896370675734525,TRUE,0.617764471558513,TRUE
"Probe_5998--Probe_4351","Probe_5998","Probe_4351",0.873861212769669,TRUE,0.624315031525486,TRUE
"Probe_5998--Probe_7096","Probe_5998","Probe_7096",0.971712969538952,TRUE,0.903315095355014,TRUE
"Probe_5998--Probe_4602","Probe_5998","Probe_4602",0.950747754451836,TRUE,0.814304272482763,TRUE
"Probe_5998--Probe_930","Probe_5998","Probe_930",0.923735229828697,TRUE,0.692311543715025,TRUE
"Probe_5998--Probe_9236","Probe_5998","Probe_9236",0.852066243769092,TRUE,0.596296757035849,TRUE
"Probe_5998--Probe_42","Probe_5998","Probe_42",0.925601137901085,TRUE,0.727985117445995,TRUE
"Probe_5998--Probe_7182","Probe_5998","Probe_7182",0.925601137901085,TRUE,0.727985117445995,TRUE
"Probe_5998--Probe_2799","Probe_5998","Probe_2799",0.924677508832349,TRUE,0.696731163199678,TRUE
"Probe_5998--Probe_5989","Probe_5998","Probe_5989",0.802417988927006,TRUE,0.673137516428982,TRUE
"Probe_5998--Probe_331","Probe_5998","Probe_331",0.941278423055279,TRUE,0.818972239709819,TRUE
"Probe_5998--Probe_746","Probe_5998","Probe_746",0.945153400265643,TRUE,0.80514899865892,TRUE
"Probe_5998--Probe_5320","Probe_5998","Probe_5320",0.964497122829953,TRUE,0.867140700583764,TRUE
"Probe_5998--Probe_3147","Probe_5998","Probe_3147",0.93111224796337,TRUE,0.83189355432697,TRUE
"Probe_5998--Probe_1277","Probe_5998","Probe_1277",0.871572057095464,TRUE,0.751709074995676,TRUE
"Probe_5998--Probe_2384","Probe_5998","Probe_2384",0.937999536116463,TRUE,0.788141425202406,TRUE
"Probe_5998--Probe_928","Probe_5998","Probe_928",0.837914095887768,TRUE,0.739210810292816,TRUE
"Probe_5998--Probe_8028","Probe_5998","Probe_8028",0.861798825489539,TRUE,0.648939210256897,TRUE
"Probe_5998--Probe_15809","Probe_5998","Probe_15809",0.917620940159118,TRUE,0.7645325565292,TRUE
"Probe_5998--Probe_3365","Probe_5998","Probe_3365",0.936197527361471,TRUE,0.782103769109773,TRUE
"Probe_5998--Probe_6729","Probe_5998","Probe_6729",0.91446808986379,TRUE,0.72067543204868,TRUE
"Probe_5998--Probe_1090","Probe_5998","Probe_1090",0.951991232279174,TRUE,0.81638396141142,TRUE
"Probe_5998--Probe_3539","Probe_5998","Probe_3539",0.927677816891797,TRUE,0.761794652992902,TRUE
"Probe_5998--Probe_6486","Probe_5998","Probe_6486",0.92492945008871,TRUE,0.772010786380784,TRUE
"Probe_5998--Probe_6813","Probe_5998","Probe_6813",0.939289888740768,TRUE,0.764157876454079,TRUE
"Probe_5998--Probe_13869","Probe_5998","Probe_13869",0.844587267665069,TRUE,0.67689161865682,TRUE
"Probe_5998--Probe_5186","Probe_5998","Probe_5186",0.891271488341147,TRUE,0.701694400652989,TRUE
"Probe_5998--Probe_3720","Probe_5998","Probe_3720",0.934904501736969,TRUE,0.760881823415299,TRUE
"Probe_5998--Probe_6142","Probe_5998","Probe_6142",0.924467028902006,TRUE,0.788634327766743,TRUE
"Probe_5998--Probe_3909","Probe_5998","Probe_3909",0.819637300433619,TRUE,0.672010521292608,TRUE
"Probe_5998--Probe_11812","Probe_5998","Probe_11812",0.654409156860726,TRUE,0.140219913424208,TRUE
"Probe_5998--Probe_2452","Probe_5998","Probe_2452",0.914697747356046,TRUE,0.774256310758416,TRUE
"Probe_5998--Probe_7001","Probe_5998","Probe_7001",0.251036731862227,TRUE,-0.203796815155107,TRUE
"Probe_13266--Probe_46","Probe_13266","Probe_46",0.655766833444096,TRUE,-0.0387980438145218,TRUE
"Probe_13266--Probe_7186","Probe_13266","Probe_7186",0.655766833444096,TRUE,-0.0387980438145218,TRUE
"Probe_13266--Probe_6731","Probe_13266","Probe_6731",0.552540356025659,TRUE,-0.518705195373252,TRUE
"Probe_13266--Probe_3597","Probe_13266","Probe_3597",0.863416470915687,TRUE,0.693560741595121,TRUE
"Probe_13266--Probe_5729","Probe_13266","Probe_5729",0.757722279452414,TRUE,0.359693374827152,TRUE
"Probe_13266--Probe_1995","Probe_13266","Probe_1995",0.971114848113797,TRUE,0.945028618459058,TRUE
"Probe_13266--Probe_4454","Probe_13266","Probe_4454",0.724060741054147,TRUE,0.221744274639543,TRUE
"Probe_13266--Probe_4614","Probe_13266","Probe_4614",0.89930249794084,TRUE,0.795710730530547,TRUE
"Probe_13266--Probe_14347","Probe_13266","Probe_14347",0.493414725528551,TRUE,-0.22618959586984,TRUE
"Probe_13266--Probe_6457","Probe_13266","Probe_6457",0.874227718352097,TRUE,0.736229839084783,TRUE
"Probe_13266--Probe_6732","Probe_13266","Probe_6732",0.93567795191146,TRUE,0.93366100985223,TRUE
"Probe_13266--Probe_7889","Probe_13266","Probe_7889",0.956682951092585,TRUE,0.922712557290167,TRUE
"Probe_13266--Probe_1009","Probe_13266","Probe_1009",0.819810206279506,TRUE,0.573425740997664,TRUE
"Probe_13266--Probe_4351","Probe_13266","Probe_4351",0.843328308304484,TRUE,0.648375036078078,TRUE
"Probe_13266--Probe_7096","Probe_13266","Probe_7096",0.854265510903007,TRUE,0.691504610194534,TRUE
"Probe_13266--Probe_4602","Probe_13266","Probe_4602",0.893197129572385,TRUE,0.787724121027003,TRUE
"Probe_13266--Probe_930","Probe_13266","Probe_930",0.744370901541942,TRUE,0.309787812949591,TRUE
"Probe_13266--Probe_9236","Probe_13266","Probe_9236",0.785894931468538,TRUE,0.530321627700221,TRUE
"Probe_13266--Probe_42","Probe_13266","Probe_42",0.858642983271525,TRUE,0.681748168906992,TRUE
"Probe_13266--Probe_7182","Probe_13266","Probe_7182",0.858642983271525,TRUE,0.681748168906992,TRUE
"Probe_13266--Probe_2799","Probe_13266","Probe_2799",0.843165660105687,TRUE,0.683138103396699,TRUE
"Probe_13266--Probe_5989","Probe_13266","Probe_5989",0.852043325241433,TRUE,0.748339007253937,TRUE
"Probe_13266--Probe_331","Probe_13266","Probe_331",0.831595807941422,TRUE,0.615274123426012,TRUE
"Probe_13266--Probe_746","Probe_13266","Probe_746",0.822174541888076,TRUE,0.612138088849405,TRUE
"Probe_13266--Probe_5320","Probe_13266","Probe_5320",0.83021577045587,TRUE,0.604836533578113,TRUE
"Probe_13266--Probe_3147","Probe_13266","Probe_3147",0.869339482253091,TRUE,0.716898817799125,TRUE
"Probe_13266--Probe_1277","Probe_13266","Probe_1277",0.93673139527832,TRUE,0.877233529137983,TRUE
"Probe_13266--Probe_2384","Probe_13266","Probe_2384",0.879303857469276,TRUE,0.733188626818827,TRUE
"Probe_13266--Probe_928","Probe_13266","Probe_928",0.9182066609722,TRUE,0.862059682005752,TRUE
"Probe_13266--Probe_8028","Probe_13266","Probe_8028",0.771488118050331,TRUE,0.51067548426376,TRUE
"Probe_13266--Probe_15809","Probe_13266","Probe_15809",0.873841418489329,TRUE,0.720761293214167,TRUE
"Probe_13266--Probe_3365","Probe_13266","Probe_3365",0.830183740951418,TRUE,0.605296793208681,TRUE
"Probe_13266--Probe_6729","Probe_13266","Probe_6729",0.817507661271729,TRUE,0.576515501649739,TRUE
"Probe_13266--Probe_1090","Probe_13266","Probe_1090",0.850818812184885,TRUE,0.671628896737442,TRUE
"Probe_13266--Probe_3539","Probe_13266","Probe_3539",0.877632900542527,TRUE,0.727693435347706,TRUE
"Probe_13266--Probe_6486","Probe_13266","Probe_6486",0.869587573646071,TRUE,0.708488326619231,TRUE
"Probe_13266--Probe_6813","Probe_13266","Probe_6813",0.856747241225348,TRUE,0.689423093850819,TRUE
"Probe_13266--Probe_13869","Probe_13266","Probe_13869",0.835940907688125,TRUE,0.677003823898082,TRUE
"Probe_13266--Probe_5186","Probe_13266","Probe_5186",0.856421307270571,TRUE,0.68448090293217,TRUE
"Probe_13266--Probe_3720","Probe_13266","Probe_3720",0.816292297710367,TRUE,0.563698529000729,TRUE
"Probe_13266--Probe_6142","Probe_13266","Probe_6142",0.794634977649801,TRUE,0.538454296200144,TRUE
"Probe_13266--Probe_3909","Probe_13266","Probe_3909",0.904023840396713,TRUE,0.828522477297695,TRUE
"Probe_13266--Probe_11812","Probe_13266","Probe_11812",0.775429658388403,TRUE,0.543508472190527,TRUE
"Probe_13266--Probe_2452","Probe_13266","Probe_2452",0.851480451954237,TRUE,0.674266991425268,TRUE
"Probe_13266--Probe_7001","Probe_13266","Probe_7001",0.168878477064718,TRUE,-0.19802940470777,TRUE
"Probe_46--Probe_7186","Probe_46","Probe_7186",1,TRUE,1,TRUE
"Probe_46--Probe_6731","Probe_46","Probe_6731",0.948106910471819,TRUE,0.582910103064019,TRUE
"Probe_46--Probe_3597","Probe_46","Probe_3597",0.702581388114685,TRUE,-0.208310121613614,TRUE
"Probe_46--Probe_5729","Probe_46","Probe_5729",0.927329071582777,TRUE,0.466675123266534,TRUE
"Probe_46--Probe_1995","Probe_46","Probe_1995",0.619886567842482,TRUE,-0.0652889381581774,TRUE
"Probe_46--Probe_4454","Probe_46","Probe_4454",0.903742873133383,TRUE,0.259879075670434,TRUE
"Probe_46--Probe_4614","Probe_46","Probe_4614",0.616128070042541,TRUE,-0.167466063789016,TRUE
"Probe_46--Probe_14347","Probe_46","Probe_14347",0.784341314589022,TRUE,0.115356266177878,TRUE
"Probe_46--Probe_6457","Probe_46","Probe_6457",0.8265553595396,TRUE,0.0506477037930729,TRUE
"Probe_46--Probe_6732","Probe_46","Probe_6732",0.46748520999385,TRUE,-0.116520521169377,TRUE
"Probe_46--Probe_7889","Probe_46","Probe_7889",0.615938660664297,TRUE,0.00302794912173681,TRUE
"Probe_46--Probe_1009","Probe_46","Probe_1009",0.823377186965963,TRUE,0.124154275783923,TRUE
"Probe_46--Probe_4351","Probe_46","Probe_4351",0.720641711678546,TRUE,-0.0745989128405513,TRUE
"Probe_46--Probe_7096","Probe_46","Probe_7096",0.897159726510661,TRUE,0.37013421560631,TRUE
"Probe_46--Probe_4602","Probe_46","Probe_4602",0.816264091323544,TRUE,0.0253629100068831,TRUE
"Probe_46--Probe_930","Probe_46","Probe_930",0.927031793832509,TRUE,0.472777967536355,TRUE
"Probe_46--Probe_9236","Probe_46","Probe_9236",0.690084951906155,TRUE,-0.089790733410554,TRUE
"Probe_46--Probe_42","Probe_46","Probe_42",0.839667177380819,TRUE,0.223270131219112,TRUE
"Probe_46--Probe_7182","Probe_46","Probe_7182",0.839667177380819,TRUE,0.223270131219112,TRUE
"Probe_46--Probe_2799","Probe_46","Probe_2799",0.922404205490119,TRUE,0.44339273781193,TRUE
"Probe_46--Probe_5989","Probe_46","Probe_5989",0.525714282262068,TRUE,-0.157935182514885,TRUE
